device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,message,action,savings
Computer,100,cold,2018-01-28,03:00:00,04:00:00,midnight,14,23,406.93359375,"Moving 2 people from room 107 to room 102 saves 440.1015625 of electricity, power consumption will reduce from 2730.640625 to 2290.5390625",Turn off Computer in room 107,440.1015625
Computer,100,cold,2018-01-28,05:00:00,06:00:00,early morning,2,35,412.09765625,"Moving 2 people from room 109 to room 102 saves 403.9375 of electricity, power consumption will reduce from 2808.078125 to 2404.140625",Turn off Computer in room 109,403.9375
Computer,100,very hot,2018-01-28,07:00:00,08:00:00,morning,5,41,445.41796875,"Moving 2 people from room 101 to room 100 saves 439.9296875 of electricity, power consumption will reduce from 2933.54296875 to 2493.61328125",Turn off Computer in room 101,439.9296875
Computer,100,hot,2018-01-28,07:00:00,08:00:00,morning,8,5,422.25,"Moving 2 people from room 101 to room 100 saves 439.9296875 of electricity, power consumption will reduce from 2933.54296875 to 2493.61328125",Turn off Computer in room 101,439.9296875
Computer,100,very cold,2018-01-28,11:00:00,12:00:00,morning,4,34,400.46875,"Moving 1 people from room 104 to room 108 saves 379.94140625 of electricity, power consumption will reduce from 2757.1640625 to 2377.22265625",Turn off Computer in room 104,379.94140625
Computer,100,very hot,2018-01-28,14:00:00,15:00:00,afternoon,10,8,411.0859375,"Moving 5 people from room 116 to room 105 saves 370.69921875 of electricity, power consumption will reduce from 2693.46484375 to 2322.765625",Turn off Computer in room 116,370.69921875
Computer,100,hot,2018-01-28,14:00:00,15:00:00,afternoon,0,0,395.9296875,"Moving 5 people from room 116 to room 105 saves 370.69921875 of electricity, power consumption will reduce from 2693.46484375 to 2322.765625",Turn off Computer in room 116,370.69921875
Computer,100,very hot,2018-01-28,18:00:00,19:00:00,evening,9,53,463.2734375,"Moving 9 people from room 100 to room 114 saves 463.2734375 of electricity, power consumption will reduce from 3055.140625 to 2591.8671875",Turn off Computer in room 100,463.2734375
Computer,100,very cold,2018-01-28,18:00:00,19:00:00,evening,4,54,438.0,"Moving 9 people from room 100 to room 114 saves 463.2734375 of electricity, power consumption will reduce from 3055.140625 to 2591.8671875",Turn off Computer in room 100,463.2734375
Computer,100,low cold,2018-01-28,22:00:00,23:00:00,night,0,0,446.328125,"Moving 2 people from room 106 to room 106 saves 429.265625 of electricity, power consumption will reduce from 2921.71484375 to 2492.44921875",Turn off Computer in room 106,429.265625
Computer,100,low cold,2018-01-29,00:00:00,01:00:00,midnight,5,51,443.6640625,"Moving 11 people from room 102 to room 118 saves 396.5078125 of electricity, power consumption will reduce from 2786.9140625 to 2390.40625",Turn off Computer in room 102,396.5078125
Computer,100,low cold,2018-01-29,02:00:00,03:00:00,midnight,0,0,435.29296875,"Moving 2 people from room 119 to room 116 saves 432.4296875 of electricity, power consumption will reduce from 2908.50390625 to 2476.07421875",Turn off Computer in room 119,432.4296875
Computer,100,cold,2018-01-29,04:00:00,05:00:00,early morning,13,37,425.58984375,"Moving 2 people from room 103 to room 104 saves 403.4765625 of electricity, power consumption will reduce from 2830.90234375 to 2427.42578125",Turn off Computer in room 103,403.4765625
Computer,100,low hot,2018-01-29,06:00:00,07:00:00,early morning,9,17,413.26953125,"Moving 13 people from room 106 to room 100 saves 371.26171875 of electricity, power consumption will reduce from 2580.4453125 to 2209.18359375",Turn off Computer in room 106,371.26171875
Computer,100,hot,2018-01-29,08:00:00,09:00:00,morning,1,56,438.01953125,"Moving 2 people from room 101 to room 119 saves 437.18359375 of electricity, power consumption will reduce from 2896.0625 to 2458.87890625",Turn off Computer in room 101,437.18359375
Computer,100,low hot,2018-01-29,14:00:00,15:00:00,afternoon,1,10,404.796875,"Moving 11 people from room 107 to room 103 saves 406.515625 of electricity, power consumption will reduce from 2733.796875 to 2327.28125",Turn off Computer in room 107,406.515625
Computer,100,low hot,2018-01-29,17:00:00,18:00:00,evening,2,26,399.58984375,"Moving 3 people from room 118 to room 110 saves 379.2109375 of electricity, power consumption will reduce from 2611.4453125 to 2232.234375",Turn off Computer in room 118,379.2109375
Computer,100,low hot,2018-01-29,18:00:00,19:00:00,evening,0,0,443.9453125,"Moving 1 people from room 103 to room 104 saves 409.7890625 of electricity, power consumption will reduce from 2938.86328125 to 2529.07421875",Turn off Computer in room 103,409.7890625
Computer,100,cold,2018-01-30,06:00:00,07:00:00,early morning,0,0,393.54296875,"Moving 1 people from room 110 to room 111 saves 383.6640625 of electricity, power consumption will reduce from 2765.40234375 to 2381.73828125",Turn off Computer in room 110,383.6640625
Computer,100,cold,2018-01-30,08:00:00,09:00:00,morning,1,2,423.64453125,"Moving 9 people from room 115 to room 119 saves 423.06640625 of electricity, power consumption will reduce from 2979.4765625 to 2556.41015625",Turn off Computer in room 115,423.06640625
Computer,100,very cold,2018-01-30,14:00:00,15:00:00,afternoon,13,8,385.8984375,None,Turn off Computer in room 119,384.7734375
Computer,100,very cold,2018-01-30,16:00:00,17:00:00,evening,6,51,394.1796875,"Moving 4 people from room 107 to room 119 saves 425.2421875 of electricity, power consumption will reduce from 2781.23046875 to 2355.98828125",Turn off Computer in room 107,425.2421875
Computer,100,low hot,2018-01-30,16:00:00,17:00:00,evening,5,16,412.78515625,"Moving 4 people from room 107 to room 119 saves 425.2421875 of electricity, power consumption will reduce from 2781.23046875 to 2355.98828125",Turn off Computer in room 107,425.2421875
Computer,100,very hot,2018-01-30,16:00:00,17:00:00,evening,9,28,414.44921875,"Moving 4 people from room 107 to room 119 saves 425.2421875 of electricity, power consumption will reduce from 2781.23046875 to 2355.98828125",Turn off Computer in room 107,425.2421875
Computer,100,very cold,2018-01-30,22:00:00,23:00:00,night,11,28,429.01171875,"Moving 11 people from room 115 to room 115 saves 424.09375 of electricity, power consumption will reduce from 2947.21484375 to 2523.12109375",Turn off Computer in room 115,424.09375
Computer,100,very hot,2018-01-31,01:00:00,02:00:00,midnight,0,0,395.16796875,None,Turn off Computer in room 100,395.16796875
Computer,100,hot,2018-01-31,06:00:00,07:00:00,early morning,12,35,396.47265625,"Moving 8 people from room 111 to room 113 saves 394.28515625 of electricity, power consumption will reduce from 2667.625 to 2273.33984375",Turn off Computer in room 111,394.28515625
Computer,100,low hot,2018-01-31,15:00:00,16:00:00,afternoon,1,50,424.28515625,"Moving 8 people from room 112 to room 100 saves 417.2890625 of electricity, power consumption will reduce from 2704.765625 to 2287.4765625",Turn off Computer in room 112,417.2890625
Computer,100,low hot,2018-01-31,18:00:00,19:00:00,evening,1,58,451.90625,None,Turn off Computer in room 116,394.46484375
Computer,100,very hot,2018-01-31,18:00:00,19:00:00,evening,13,7,437.8046875,None,Turn off Computer in room 116,394.46484375
Computer,100,very cold,2018-01-31,23:00:00,00:00:00,midnight,0,0,406.80859375,"Moving 10 people from room 108 to room 116 saves 426.4296875 of electricity, power consumption will reduce from 2741.66796875 to 2315.23828125",Turn off Computer in room 108,426.4296875
Heater,100,cold,2018-01-18,04:00:00,05:00:00,early morning,15,42,2404.87890625,"Moving 2 people from room 111 to room 110 saves 232.625 of electricity, power consumption will reduce from 5867.59375 to 5634.96875",Turn off Refridgerator in room 111,232.625
Heater,100,low hot,2018-01-18,12:00:00,13:00:00,afternoon,1,4,2422.11328125,None,Turn off Refridgerator in room 106,205.74609375
Heater,100,cold,2018-01-19,00:00:00,01:00:00,midnight,4,15,2233.78515625,"Moving 11 people from room 109 to room 104 saves 2223.93359375 of electricity, power consumption will reduce from 15566.27734375 to 13342.34375",Turn off Heater in room 109,2223.93359375
Heater,100,very cold,2018-01-19,03:00:00,04:00:00,midnight,5,42,2225.390625,"Moving 6 people from room 116 to room 110 saves 2208.27734375 of electricity, power consumption will reduce from 15430.953125 to 13222.67578125",Turn off Heater in room 116,2208.27734375
Heater,100,low hot,2018-01-19,11:00:00,12:00:00,morning,11,2,2232.44921875,None,Turn off Heater in room 103,2196.95703125
Heater,100,low cold,2018-01-19,11:00:00,12:00:00,morning,11,56,2242.41015625,None,Turn off Heater in room 103,2196.95703125
Heater,100,cold,2018-01-19,12:00:00,13:00:00,afternoon,7,25,2243.84765625,"Moving 6 people from room 105 to room 111 saves 2222.0390625 of electricity, power consumption will reduce from 15666.73828125 to 13444.69921875",Turn off Heater in room 105,2222.0390625
Heater,100,low cold,2018-01-19,13:00:00,14:00:00,afternoon,15,3,2261.28125,"Moving 4 people from room 113 to room 110 saves 2246.65625 of electricity, power consumption will reduce from 15658.55078125 to 13411.89453125",Turn off Heater in room 113,2246.65625
Heater,100,very hot,2018-01-19,14:00:00,15:00:00,afternoon,8,45,2233.58203125,"Moving 3 people from room 104 to room 100 saves 2185.3359375 of electricity, power consumption will reduce from 15420.7109375 to 13235.375",Turn off Heater in room 104,2185.3359375
Heater,100,cold,2018-01-19,19:00:00,20:00:00,night,7,17,2234.765625,"Moving 5 people from room 116 to room 103 saves 2224.33203125 of electricity, power consumption will reduce from 15594.765625 to 13370.43359375",Turn off Heater in room 116,2224.33203125
Heater,100,very cold,2018-01-19,21:00:00,22:00:00,night,2,7,2242.08203125,"Moving 12 people from room 101 to room 116 saves 2253.1015625 of electricity, power consumption will reduce from 15567.16015625 to 13314.05859375",Turn off Heater in room 101,2253.1015625
Heater,100,cold,2018-01-20,02:00:00,03:00:00,midnight,8,19,2280.5546875,None,Turn off Heater in room 105,2269.06640625
Heater,100,hot,2018-01-20,03:00:00,04:00:00,midnight,12,32,2277.06640625,None,Turn off Heater in room 108,2265.71484375
Heater,100,cold,2018-01-20,08:00:00,09:00:00,morning,5,48,2289.5390625,"Moving 6 people from room 106 to room 119 saves 2274.125 of electricity, power consumption will reduce from 15956.83984375 to 13682.71484375",Turn off Heater in room 106,2274.125
Heater,100,very hot,2018-01-20,14:00:00,15:00:00,afternoon,2,53,2279.16796875,"Moving 2 people from room 100 to room 106 saves 2279.16796875 of electricity, power consumption will reduce from 15716.609375 to 13437.44140625",Turn off Heater in room 100,2279.16796875
Heater,100,low cold,2018-01-20,16:00:00,17:00:00,evening,14,4,2261.5703125,"Moving 1 people from room 119 to room 119 saves 2262.890625 of electricity, power consumption will reduce from 15660.5546875 to 13397.6640625",Turn off Heater in room 119,2262.890625
Heater,100,very cold,2018-01-20,21:00:00,22:00:00,night,5,24,2288.84765625,"Moving 6 people from room 113 to room 118 saves 2274.78125 of electricity, power consumption will reduce from 15940.8203125 to 13666.0390625",Turn off Heater in room 113,2274.78125
Heater,100,cold,2018-01-21,00:00:00,01:00:00,midnight,4,46,2220.7109375,"Moving 4 people from room 107 to room 106 saves 2248.7421875 of electricity, power consumption will reduce from 15483.59375 to 13234.8515625",Turn off Heater in room 107,2248.7421875
Heater,100,very cold,2018-01-21,01:00:00,02:00:00,midnight,7,17,2179.66796875,None,Turn off Heater in room 106,2173.99609375
Heater,100,low hot,2018-01-21,03:00:00,04:00:00,midnight,13,29,2227.84375,"Moving 1 people from room 119 to room 113 saves 2213.90234375 of electricity, power consumption will reduce from 15329.8125 to 13115.91015625",Turn off Heater in room 119,2213.90234375
Heater,100,cold,2018-01-21,05:00:00,06:00:00,early morning,0,0,2197.11328125,"Moving 6 people from room 108 to room 108 saves 2214.27734375 of electricity, power consumption will reduce from 15346.921875 to 13132.64453125",Turn off Heater in room 108,2214.27734375
Heater,100,hot,2018-01-21,06:00:00,07:00:00,early morning,6,16,2199.84765625,"Moving 4 people from room 109 to room 100 saves 2194.05078125 of electricity, power consumption will reduce from 15319.86328125 to 13125.8125",Turn off Heater in room 109,2194.05078125
Heater,100,very cold,2018-01-21,13:00:00,14:00:00,afternoon,4,3,2218.0625,"Moving 6 people from room 106 to room 102 saves 2225.6640625 of electricity, power consumption will reduce from 15528.875 to 13303.2109375",Turn off Heater in room 106,2225.6640625
Heater,100,hot,2018-01-21,13:00:00,14:00:00,afternoon,11,30,2235.44140625,"Moving 6 people from room 106 to room 102 saves 2225.6640625 of electricity, power consumption will reduce from 15528.875 to 13303.2109375",Turn off Heater in room 106,2225.6640625
Heater,100,very cold,2018-01-21,15:00:00,16:00:00,afternoon,1,46,2203.79296875,"Moving 15 people from room 119 to room 103 saves 2215.5703125 of electricity, power consumption will reduce from 15324.0078125 to 13108.4375",Turn off Heater in room 119,2215.5703125
Heater,100,very cold,2018-01-21,19:00:00,20:00:00,night,10,20,2214.23046875,"Moving 7 people from room 105 to room 117 saves 2209.59375 of electricity, power consumption will reduce from 15491.46484375 to 13281.87109375",Turn off Heater in room 105,2209.59375
Heater,100,very hot,2018-01-22,01:00:00,02:00:00,midnight,5,57,2226.0859375,"Moving 3 people from room 105 to room 100 saves 2191.04296875 of electricity, power consumption will reduce from 15330.390625 to 13139.34765625",Turn off Heater in room 105,2191.04296875
Heater,100,very cold,2018-01-22,05:00:00,06:00:00,early morning,9,8,2208.24609375,"Moving 5 people from room 102 to room 102 saves 2187.99609375 of electricity, power consumption will reduce from 15412.40234375 to 13224.40625",Turn off Heater in room 102,2187.99609375
Heater,100,low hot,2018-01-22,05:00:00,06:00:00,early morning,11,52,2245.25390625,"Moving 5 people from room 102 to room 102 saves 2187.99609375 of electricity, power consumption will reduce from 15412.40234375 to 13224.40625",Turn off Heater in room 102,2187.99609375
Heater,100,cold,2018-01-22,10:00:00,11:00:00,morning,5,52,2197.86328125,"Moving 10 people from room 111 to room 119 saves 2195.03515625 of electricity, power consumption will reduce from 15339.39453125 to 13144.359375",Turn off Heater in room 111,2195.03515625
Heater,100,cold,2018-01-22,11:00:00,12:00:00,morning,5,44,2207.02734375,"Moving 7 people from room 117 to room 101 saves 2190.75390625 of electricity, power consumption will reduce from 15391.92578125 to 13201.171875",Turn off Heater in room 117,2190.75390625
Heater,100,very hot,2018-01-22,12:00:00,13:00:00,afternoon,11,29,2260.16796875,"Moving 11 people from room 112 to room 100 saves 2262.9609375 of electricity, power consumption will reduce from 15618.03125 to 13355.0703125",Turn off Heater in room 112,2262.9609375
Heater,100,cold,2018-01-22,17:00:00,18:00:00,evening,5,40,2188.5703125,"Moving 11 people from room 110 to room 102 saves 2174.609375 of electricity, power consumption will reduce from 15247.0703125 to 13072.4609375",Turn off Heater in room 110,2174.609375
Heater,100,low hot,2018-01-22,18:00:00,19:00:00,evening,9,53,2267.8203125,"Moving 14 people from room 101 to room 100 saves 2249.4921875 of electricity, power consumption will reduce from 15611.9609375 to 13362.46875",Turn off Heater in room 101,2249.4921875
Heater,100,very hot,2018-01-22,21:00:00,22:00:00,night,11,21,2260.75390625,"Moving 9 people from room 115 to room 100 saves 2230.01171875 of electricity, power consumption will reduce from 15588.28125 to 13358.26953125",Turn off Heater in room 115,2230.01171875
Heater,100,low cold,2018-01-22,21:00:00,22:00:00,night,9,33,2261.73046875,"Moving 9 people from room 115 to room 100 saves 2230.01171875 of electricity, power consumption will reduce from 15588.28125 to 13358.26953125",Turn off Heater in room 115,2230.01171875
Lights,100,cold,2018-01-05,08:00:00,09:00:00,morning,12,4,1494.75,"Moving 12 people from room 100 to room 117 saves 1494.75 of electricity, power consumption will reduce from 10429.1328125 to 8934.3828125",Turn off Lights in room 100,1494.75
Lights,100,very hot,2018-01-05,13:00:00,14:00:00,afternoon,7,39,1532.16015625,"Moving 6 people from room 101 to room 105 saves 1526.9921875 of electricity, power consumption will reduce from 10526.89453125 to 8999.90234375",Turn off Lights in room 101,1526.9921875
Lights,100,very cold,2018-01-05,19:00:00,20:00:00,night,10,50,1501.19140625,"Moving 7 people from room 112 to room 117 saves 1500.9921875 of electricity, power consumption will reduce from 10451.97265625 to 8950.98046875",Turn off AC in room 112,1500.9921875
Lights,100,low hot,2018-01-05,23:00:00,00:00:00,midnight,13,17,1523.359375,"Moving 6 people from room 118 to room 102 saves 1487.9140625 of electricity, power consumption will reduce from 10566.625 to 9078.7109375",Turn off AC in room 118,1487.9140625
Lights,100,very hot,2018-01-06,00:00:00,01:00:00,midnight,5,53,1540.27734375,"Moving 8 people from room 107 to room 111 saves 1517.5625 of electricity, power consumption will reduce from 10615.72265625 to 9098.16015625",Turn off Lights in room 107,1517.5625
Lights,100,low hot,2018-01-06,02:00:00,03:00:00,midnight,10,52,1543.4609375,"Moving 15 people from room 117 to room 108 saves 1489.34375 of electricity, power consumption will reduce from 10541.11328125 to 9051.76953125",Turn off Lights in room 117,1489.34375
Lights,100,low cold,2018-01-06,04:00:00,05:00:00,early morning,4,26,1541.4375,"Moving 3 people from room 104 to room 100 saves 1496.5625 of electricity, power consumption will reduce from 10600.0234375 to 9103.4609375",Turn off Lights in room 104,1496.5625
Lights,100,hot,2018-01-06,11:00:00,12:00:00,morning,13,58,1502.515625,"Moving 5 people from room 118 to room 116 saves 1473.09765625 of electricity, power consumption will reduce from 10273.5078125 to 8800.41015625",Turn off Lights in room 118,1473.09765625
Lights,100,very cold,2018-01-06,14:00:00,15:00:00,afternoon,7,54,1481.85546875,"Moving 7 people from room 100 to room 101 saves 1481.85546875 of electricity, power consumption will reduce from 10231.6875 to 8749.83203125",Turn off Lights in room 100,1481.85546875
Lights,100,hot,2018-01-06,19:00:00,20:00:00,night,11,1,1513.8359375,"Moving 15 people from room 101 to room 111 saves 1511.80078125 of electricity, power consumption will reduce from 10571.5859375 to 9059.78515625",Turn off Lights in room 101,1511.80078125
Lights,100,cold,2018-01-06,22:00:00,23:00:00,night,2,4,1509.20703125,"Moving 2 people from room 109 to room 100 saves 1496.94140625 of electricity, power consumption will reduce from 10599.34765625 to 9102.40625",Turn off Lights in room 109,1496.94140625
Lights,100,very cold,2018-01-06,23:00:00,00:00:00,midnight,1,21,1511.421875,"Moving 1 people from room 100 to room 101 saves 1511.421875 of electricity, power consumption will reduce from 10582.796875 to 9071.375",Turn off Lights in room 100,1511.421875
Lights,100,very hot,2018-01-06,23:00:00,00:00:00,midnight,5,43,1542.24609375,"Moving 1 people from room 100 to room 101 saves 1511.421875 of electricity, power consumption will reduce from 10582.796875 to 9071.375",Turn off Lights in room 100,1511.421875
Lights,100,cold,2018-01-07,00:00:00,01:00:00,midnight,14,10,1530.69921875,"Moving 1 people from room 109 to room 100 saves 1520.74609375 of electricity, power consumption will reduce from 10710.00390625 to 9189.2578125",Turn off Lights in room 109,1520.74609375
Lights,100,hot,2018-01-07,02:00:00,03:00:00,midnight,13,48,1554.20703125,"Moving 1 people from room 106 to room 105 saves 1509.4453125 of electricity, power consumption will reduce from 10720.12109375 to 9210.67578125",Turn off Lights in room 106,1509.4453125
Lights,100,low hot,2018-01-07,03:00:00,04:00:00,midnight,12,14,1543.96484375,"Moving 11 people from room 114 to room 115 saves 1504.42578125 of electricity, power consumption will reduce from 10594.5625 to 9090.13671875",Turn off Lights in room 114,1504.42578125
Lights,100,very hot,2018-01-07,06:00:00,07:00:00,early morning,8,38,1538.734375,"Moving 3 people from room 116 to room 105 saves 1469.50390625 of electricity, power consumption will reduce from 10499.58203125 to 9030.078125",Turn off Lights in room 116,1469.50390625
Lights,100,hot,2018-01-07,09:00:00,10:00:00,morning,8,8,1552.328125,None,Turn off Lights in room 104,1495.3203125
Lights,100,low cold,2018-01-07,10:00:00,11:00:00,morning,15,24,1522.5,None,Turn off Lights in room 101,1515.66796875
Lights,100,low cold,2018-01-07,12:00:00,13:00:00,afternoon,0,0,1561.25390625,None,Turn off Lights in room 100,1561.25390625
Lights,100,very cold,2018-01-08,00:00:00,01:00:00,midnight,7,39,1522.359375,"Moving 1 people from room 117 to room 100 saves 1495.71484375 of electricity, power consumption will reduce from 10592.890625 to 9097.17578125",Turn off Lights in room 117,1495.71484375
Lights,100,low cold,2018-01-08,01:00:00,02:00:00,midnight,4,43,1514.234375,None,Turn off Lights in room 109,1461.87890625
Lights,100,low cold,2018-01-08,02:00:00,03:00:00,midnight,14,54,1552.3203125,"Moving 5 people from room 118 to room 102 saves 1512.87109375 of electricity, power consumption will reduce from 10552.65625 to 9039.78515625",Turn off Lights in room 118,1512.87109375
Lights,100,low hot,2018-01-08,02:00:00,03:00:00,midnight,15,31,1549.6015625,"Moving 5 people from room 118 to room 102 saves 1512.87109375 of electricity, power consumption will reduce from 10552.65625 to 9039.78515625",Turn off Lights in room 118,1512.87109375
Lights,100,hot,2018-01-08,04:00:00,05:00:00,early morning,7,10,1536.73046875,"Moving 11 people from room 101 to room 111 saves 1551.74609375 of electricity, power consumption will reduce from 10722.51953125 to 9170.7734375",Turn off Lights in room 101,1551.74609375
Lights,100,low cold,2018-01-08,07:00:00,08:00:00,morning,4,53,1543.51171875,"Moving 4 people from room 100 to room 104 saves 1543.51171875 of electricity, power consumption will reduce from 10595.47265625 to 9051.9609375",Turn off Lights in room 100,1543.51171875
Lights,100,low hot,2018-01-08,13:00:00,14:00:00,afternoon,15,51,1559.203125,None,Turn off Lights in room 118,1530.60546875
Lights,100,low cold,2018-01-08,17:00:00,18:00:00,evening,11,58,1509.0859375,"Moving 10 people from room 103 to room 100 saves 1465.23828125 of electricity, power consumption will reduce from 10267.72265625 to 8802.484375",Turn off Lights in room 103,1465.23828125
Lights,100,very cold,2018-01-08,17:00:00,18:00:00,evening,7,16,1475.6015625,"Moving 10 people from room 103 to room 100 saves 1465.23828125 of electricity, power consumption will reduce from 10267.72265625 to 8802.484375",Turn off Lights in room 103,1465.23828125
Lights,100,very hot,2018-01-09,03:00:00,04:00:00,midnight,14,32,1531.32421875,"Moving 12 people from room 114 to room 108 saves 261.3203125 of electricity, power consumption will reduce from 9289.578125 to 9028.2578125",Turn off Television in room 114,261.3203125
Lights,100,very cold,2018-01-09,04:00:00,05:00:00,early morning,10,9,1523.96484375,"Moving 14 people from room 109 to room 100 saves 267.5546875 of electricity, power consumption will reduce from 9412.8203125 to 9145.265625",Turn off Television in room 109,267.5546875
