device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,message,action,savings
AC,100,low hot,2018-01-03,23:00:00,00:00:00,midnight,2,27,1463.0,None,Turn off AC in room 111,1479.0
AC,100,hot,2018-01-04,03:00:00,04:00:00,midnight,11,28,1263.0,"Moving 5 people from room 101 to room 115 saves 1916.0 of electricity, power consumption will reduce from 9928.0 to 8012.0",Turn off AC in room 101,1916.0
AC,100,very cold,2018-01-04,04:00:00,05:00:00,early morning,12,33,1549.0,"Moving 12 people from room 100 to room 114 saves 1549.0 of electricity, power consumption will reduce from 10079.0 to 8530.0",Turn off AC in room 100,1549.0
AC,100,very cold,2018-01-04,14:00:00,15:00:00,afternoon,1,56,1364.0,"Moving 1 people from room 100 to room 115 saves 1364.0 of electricity, power consumption will reduce from 10563.0 to 9199.0",Turn off AC in room 100,1364.0
AC,100,hot,2018-01-05,03:00:00,04:00:00,midnight,6,19,1533.0,"Moving 6 people from room 117 to room 100 saves 1214.0 of electricity, power consumption will reduce from 9419.0 to 8205.0",Turn off AC in room 117,1214.0
AC,100,low cold,2018-01-05,17:00:00,18:00:00,evening,0,0,1880.0,"Moving 6 people from room 116 to room 105 saves 1969.0 of electricity, power consumption will reduce from 10825.0 to 8856.0",Turn off AC in room 116,1969.0
AC,100,low hot,2018-01-05,17:00:00,18:00:00,evening,12,22,1715.0,"Moving 6 people from room 116 to room 105 saves 1969.0 of electricity, power consumption will reduce from 10825.0 to 8856.0",Turn off AC in room 116,1969.0
Computer,100,cold,2018-01-27,00:00:00,01:00:00,midnight,7,48,405.0,"Moving 8 people from room 104 to room 107 saves 398.0 of electricity, power consumption will reduce from 7846.0 to 7448.0",Turn off Computer in room 104,398.0
Computer,100,low cold,2018-01-27,18:00:00,19:00:00,evening,3,29,448.0,"Moving 14 people from room 110 to room 115 saves 343.0 of electricity, power consumption will reduce from 6977.0 to 6634.0",Turn off Computer in room 110,343.0
Computer,100,cold,2018-01-28,03:00:00,04:00:00,midnight,14,23,311.0,"Moving 2 people from room 107 to room 102 saves 417.0 of electricity, power consumption will reduce from 2649.0 to 2232.0",Turn off Computer in room 107,417.0
Computer,100,cold,2018-01-28,05:00:00,06:00:00,early morning,2,35,458.0,"Moving 2 people from room 109 to room 102 saves 418.0 of electricity, power consumption will reduce from 3138.0 to 2720.0",Turn off Computer in room 109,418.0
Computer,100,very hot,2018-01-28,07:00:00,08:00:00,morning,5,41,458.0,"Moving 2 people from room 101 to room 100 saves 495.0 of electricity, power consumption will reduce from 3188.0 to 2693.0",Turn off Computer in room 101,495.0
Computer,100,hot,2018-01-28,07:00:00,08:00:00,morning,8,5,499.0,"Moving 2 people from room 101 to room 100 saves 495.0 of electricity, power consumption will reduce from 3188.0 to 2693.0",Turn off Computer in room 101,495.0
Computer,100,very cold,2018-01-28,11:00:00,12:00:00,morning,4,34,458.0,"Moving 1 people from room 104 to room 108 saves 415.0 of electricity, power consumption will reduce from 2882.0 to 2467.0",Turn off Computer in room 104,415.0
Computer,100,very hot,2018-01-28,14:00:00,15:00:00,afternoon,10,8,499.0,"Moving 5 people from room 116 to room 105 saves 353.0 of electricity, power consumption will reduce from 2815.0 to 2462.0",Turn off Computer in room 116,353.0
Computer,100,hot,2018-01-28,14:00:00,15:00:00,afternoon,0,0,420.0,"Moving 5 people from room 116 to room 105 saves 353.0 of electricity, power consumption will reduce from 2815.0 to 2462.0",Turn off Computer in room 116,353.0
Computer,100,very hot,2018-01-28,18:00:00,19:00:00,evening,9,53,458.0,"Moving 9 people from room 100 to room 114 saves 458.0 of electricity, power consumption will reduce from 2662.0 to 2204.0",Turn off Computer in room 100,458.0
Computer,100,very cold,2018-01-28,18:00:00,19:00:00,evening,4,54,458.0,"Moving 9 people from room 100 to room 114 saves 458.0 of electricity, power consumption will reduce from 2662.0 to 2204.0",Turn off Computer in room 100,458.0
Computer,100,low cold,2018-01-28,22:00:00,23:00:00,night,0,0,419.0,"Moving 2 people from room 106 to room 106 saves 398.0 of electricity, power consumption will reduce from 2567.0 to 2169.0",Turn off Computer in room 106,398.0
Computer,100,low cold,2018-01-29,00:00:00,01:00:00,midnight,5,51,405.0,"Moving 11 people from room 102 to room 118 saves 333.0 of electricity, power consumption will reduce from 2616.0 to 2283.0",Turn off Computer in room 102,333.0
Computer,100,low cold,2018-01-29,02:00:00,03:00:00,midnight,0,0,393.0,"Moving 2 people from room 119 to room 116 saves 343.0 of electricity, power consumption will reduce from 2792.0 to 2449.0",Turn off Computer in room 119,343.0
Computer,100,cold,2018-01-29,04:00:00,05:00:00,early morning,13,37,448.0,"Moving 2 people from room 103 to room 104 saves 343.0 of electricity, power consumption will reduce from 2925.0 to 2582.0",Turn off Computer in room 103,343.0
Computer,100,low hot,2018-01-29,06:00:00,07:00:00,early morning,9,17,365.0,"Moving 13 people from room 106 to room 100 saves 434.0 of electricity, power consumption will reduce from 2777.0 to 2343.0",Turn off Computer in room 106,434.0
Computer,100,hot,2018-01-29,08:00:00,09:00:00,morning,1,56,378.0,"Moving 2 people from room 101 to room 119 saves 346.0 of electricity, power consumption will reduce from 2585.0 to 2239.0",Turn off Computer in room 101,346.0
Computer,100,low hot,2018-01-29,14:00:00,15:00:00,afternoon,1,10,335.0,"Moving 11 people from room 107 to room 103 saves 300.0 of electricity, power consumption will reduce from 2474.0 to 2174.0",Turn off Computer in room 107,300.0
Computer,100,low hot,2018-01-29,17:00:00,18:00:00,evening,2,26,365.0,"Moving 3 people from room 118 to room 110 saves 304.0 of electricity, power consumption will reduce from 2930.0 to 2626.0",Turn off Computer in room 118,304.0
Computer,100,low hot,2018-01-29,18:00:00,19:00:00,evening,0,0,349.0,"Moving 1 people from room 103 to room 104 saves 349.0 of electricity, power consumption will reduce from 2744.0 to 2395.0",Turn off Computer in room 103,349.0
Computer,100,cold,2018-01-30,06:00:00,07:00:00,early morning,0,0,424.0,"Moving 1 people from room 110 to room 111 saves 424.0 of electricity, power consumption will reduce from 2815.0 to 2391.0",Turn off Computer in room 110,424.0
Computer,100,cold,2018-01-30,08:00:00,09:00:00,morning,1,2,405.0,"Moving 9 people from room 115 to room 119 saves 434.0 of electricity, power consumption will reduce from 2890.0 to 2456.0",Turn off Computer in room 115,434.0
Computer,100,very cold,2018-01-30,14:00:00,15:00:00,afternoon,13,8,447.0,None,Turn off Computer in room 119,335.0
Computer,100,very cold,2018-01-30,16:00:00,17:00:00,evening,6,51,448.0,"Moving 4 people from room 107 to room 119 saves 357.0 of electricity, power consumption will reduce from 2947.0 to 2590.0",Turn off Computer in room 107,357.0
Computer,100,low hot,2018-01-30,16:00:00,17:00:00,evening,5,16,365.0,"Moving 4 people from room 107 to room 119 saves 357.0 of electricity, power consumption will reduce from 2947.0 to 2590.0",Turn off Computer in room 107,357.0
Computer,100,very hot,2018-01-30,16:00:00,17:00:00,evening,9,28,448.0,"Moving 4 people from room 107 to room 119 saves 357.0 of electricity, power consumption will reduce from 2947.0 to 2590.0",Turn off Computer in room 107,357.0
Computer,100,very cold,2018-01-30,22:00:00,23:00:00,night,11,28,428.0,"Moving 11 people from room 115 to room 115 saves 498.0 of electricity, power consumption will reduce from 2968.0 to 2470.0",Turn off Computer in room 115,498.0
Computer,100,very hot,2018-01-31,01:00:00,02:00:00,midnight,0,0,385.0,None,Turn off Computer in room 100,385.0
Computer,100,hot,2018-01-31,06:00:00,07:00:00,early morning,12,35,448.0,"Moving 8 people from room 111 to room 113 saves 348.0 of electricity, power consumption will reduce from 2659.0 to 2311.0",Turn off Computer in room 111,348.0
Computer,100,low hot,2018-01-31,15:00:00,16:00:00,afternoon,1,50,494.0,"Moving 8 people from room 112 to room 100 saves 351.0 of electricity, power consumption will reduce from 2909.0 to 2558.0",Turn off Computer in room 112,351.0
Computer,100,low hot,2018-01-31,18:00:00,19:00:00,evening,1,58,378.0,None,Turn off Computer in room 116,349.0
Computer,100,very hot,2018-01-31,18:00:00,19:00:00,evening,13,7,448.0,None,Turn off Computer in room 116,349.0
Computer,100,very cold,2018-01-31,23:00:00,00:00:00,midnight,0,0,423.0,"Moving 10 people from room 108 to room 116 saves 404.0 of electricity, power consumption will reduce from 3010.0 to 2606.0",Turn off Computer in room 108,404.0
Heater,100,cold,2018-01-18,04:00:00,05:00:00,early morning,15,42,2596.0,"Moving 2 people from room 111 to room 110 saves 260.0 of electricity, power consumption will reduce from 6237.0 to 5977.0",Turn off Refridgerator in room 111,260.0
Heater,100,low hot,2018-01-18,12:00:00,13:00:00,afternoon,1,4,1780.0,None,Turn off Refridgerator in room 106,207.0
Heater,100,cold,2018-01-19,00:00:00,01:00:00,midnight,4,15,2938.0,"Moving 11 people from room 109 to room 104 saves 2991.0 of electricity, power consumption will reduce from 17564.0 to 14573.0",Turn off Heater in room 109,2991.0
Heater,100,very cold,2018-01-19,03:00:00,04:00:00,midnight,5,42,1982.0,"Moving 6 people from room 116 to room 110 saves 2008.0 of electricity, power consumption will reduce from 14939.0 to 12931.0",Turn off Heater in room 116,2008.0
Heater,100,low hot,2018-01-19,11:00:00,12:00:00,morning,11,2,1866.0,None,Turn off Heater in room 103,2171.0
Heater,100,low cold,2018-01-19,11:00:00,12:00:00,morning,11,56,2375.0,None,Turn off Heater in room 103,2171.0
Heater,100,cold,2018-01-19,12:00:00,13:00:00,afternoon,7,25,2944.0,"Moving 6 people from room 105 to room 111 saves 1682.0 of electricity, power consumption will reduce from 17752.0 to 16070.0",Turn off Heater in room 105,1682.0
Heater,100,low cold,2018-01-19,13:00:00,14:00:00,afternoon,15,3,1581.0,"Moving 4 people from room 113 to room 110 saves 1640.0 of electricity, power consumption will reduce from 16255.0 to 14615.0",Turn off Heater in room 113,1640.0
Heater,100,very hot,2018-01-19,14:00:00,15:00:00,afternoon,8,45,2454.0,"Moving 3 people from room 104 to room 100 saves 2174.0 of electricity, power consumption will reduce from 14083.0 to 11909.0",Turn off Heater in room 104,2174.0
Heater,100,cold,2018-01-19,19:00:00,20:00:00,night,7,17,2944.0,"Moving 5 people from room 116 to room 103 saves 1599.0 of electricity, power consumption will reduce from 16470.0 to 14871.0",Turn off Heater in room 116,1599.0
Heater,100,very cold,2018-01-19,21:00:00,22:00:00,night,2,7,1984.0,"Moving 12 people from room 101 to room 116 saves 2852.0 of electricity, power consumption will reduce from 15836.0 to 12984.0",Turn off Heater in room 101,2852.0
Heater,100,cold,2018-01-20,02:00:00,03:00:00,midnight,8,19,2148.0,None,Turn off Heater in room 105,1612.0
Heater,100,hot,2018-01-20,03:00:00,04:00:00,midnight,12,32,2693.0,None,Turn off Heater in room 108,2548.0
Heater,100,cold,2018-01-20,08:00:00,09:00:00,morning,5,48,2058.0,"Moving 6 people from room 106 to room 119 saves 2679.0 of electricity, power consumption will reduce from 14473.0 to 11794.0",Turn off Heater in room 106,2679.0
Heater,100,very hot,2018-01-20,14:00:00,15:00:00,afternoon,2,53,1832.0,"Moving 2 people from room 100 to room 106 saves 1832.0 of electricity, power consumption will reduce from 14334.0 to 12502.0",Turn off Heater in room 100,1832.0
Heater,100,low cold,2018-01-20,16:00:00,17:00:00,evening,14,4,2936.0,"Moving 1 people from room 119 to room 119 saves 1667.0 of electricity, power consumption will reduce from 16020.0 to 14353.0",Turn off Heater in room 119,1667.0
Heater,100,very cold,2018-01-20,21:00:00,22:00:00,night,5,24,1506.0,"Moving 6 people from room 113 to room 118 saves 1712.0 of electricity, power consumption will reduce from 14870.0 to 13158.0",Turn off Heater in room 113,1712.0
Heater,100,cold,2018-01-21,00:00:00,01:00:00,midnight,4,46,2938.0,"Moving 4 people from room 107 to room 106 saves 2823.0 of electricity, power consumption will reduce from 18227.0 to 15404.0",Turn off Heater in room 107,2823.0
Heater,100,very cold,2018-01-21,01:00:00,02:00:00,midnight,7,17,2819.0,None,Turn off Heater in room 106,1998.0
Heater,100,low hot,2018-01-21,03:00:00,04:00:00,midnight,13,29,2601.0,"Moving 1 people from room 119 to room 113 saves 1615.0 of electricity, power consumption will reduce from 15270.0 to 13655.0",Turn off Heater in room 119,1615.0
Heater,100,cold,2018-01-21,05:00:00,06:00:00,early morning,0,0,1763.0,"Moving 6 people from room 108 to room 108 saves 1666.0 of electricity, power consumption will reduce from 14066.0 to 12400.0",Turn off Heater in room 108,1666.0
Heater,100,hot,2018-01-21,06:00:00,07:00:00,early morning,6,16,2423.0,"Moving 4 people from room 109 to room 100 saves 2339.0 of electricity, power consumption will reduce from 15288.0 to 12949.0",Turn off Heater in room 109,2339.0
Heater,100,very cold,2018-01-21,13:00:00,14:00:00,afternoon,4,3,2680.0,"Moving 6 people from room 106 to room 102 saves 2008.0 of electricity, power consumption will reduce from 15266.0 to 13258.0",Turn off Heater in room 106,2008.0
Heater,100,hot,2018-01-21,13:00:00,14:00:00,afternoon,11,30,2617.0,"Moving 6 people from room 106 to room 102 saves 2008.0 of electricity, power consumption will reduce from 15266.0 to 13258.0",Turn off Heater in room 106,2008.0
Heater,100,very cold,2018-01-21,15:00:00,16:00:00,afternoon,1,46,1888.0,"Moving 15 people from room 119 to room 103 saves 2977.0 of electricity, power consumption will reduce from 18080.0 to 15103.0",Turn off Heater in room 119,2977.0
Heater,100,very cold,2018-01-21,19:00:00,20:00:00,night,10,20,2976.0,"Moving 7 people from room 105 to room 117 saves 2262.0 of electricity, power consumption will reduce from 16777.0 to 14515.0",Turn off Heater in room 105,2262.0
Heater,100,very hot,2018-01-22,01:00:00,02:00:00,midnight,5,57,2099.0,"Moving 3 people from room 105 to room 100 saves 2008.0 of electricity, power consumption will reduce from 16234.0 to 14226.0",Turn off Heater in room 105,2008.0
Heater,100,very cold,2018-01-22,05:00:00,06:00:00,early morning,9,8,1966.0,"Moving 5 people from room 102 to room 102 saves 2782.0 of electricity, power consumption will reduce from 16310.0 to 13528.0",Turn off Heater in room 102,2782.0
Heater,100,low hot,2018-01-22,05:00:00,06:00:00,early morning,11,52,2211.0,"Moving 5 people from room 102 to room 102 saves 2782.0 of electricity, power consumption will reduce from 16310.0 to 13528.0",Turn off Heater in room 102,2782.0
Heater,100,cold,2018-01-22,10:00:00,11:00:00,morning,5,52,1638.0,"Moving 10 people from room 111 to room 119 saves 1711.0 of electricity, power consumption will reduce from 13678.0 to 11967.0",Turn off Heater in room 111,1711.0
Heater,100,cold,2018-01-22,11:00:00,12:00:00,morning,5,44,1992.0,"Moving 7 people from room 117 to room 101 saves 1695.0 of electricity, power consumption will reduce from 14693.0 to 12998.0",Turn off Heater in room 117,1695.0
Heater,100,very hot,2018-01-22,12:00:00,13:00:00,afternoon,11,29,2339.0,"Moving 11 people from room 112 to room 100 saves 2375.0 of electricity, power consumption will reduce from 16239.0 to 13864.0",Turn off Heater in room 112,2375.0
Heater,100,cold,2018-01-22,17:00:00,18:00:00,evening,5,40,1693.0,"Moving 11 people from room 110 to room 102 saves 1661.0 of electricity, power consumption will reduce from 12314.0 to 10653.0",Turn off Heater in room 110,1661.0
Heater,100,low hot,2018-01-22,18:00:00,19:00:00,evening,9,53,2485.0,"Moving 14 people from room 101 to room 100 saves 2355.0 of electricity, power consumption will reduce from 16075.0 to 13720.0",Turn off Heater in room 101,2355.0
Heater,100,very hot,2018-01-22,21:00:00,22:00:00,night,11,21,2093.0,"Moving 9 people from room 115 to room 100 saves 2782.0 of electricity, power consumption will reduce from 14534.0 to 11752.0",Turn off Heater in room 115,2782.0
Heater,100,low cold,2018-01-22,21:00:00,22:00:00,night,9,33,2499.0,"Moving 9 people from room 115 to room 100 saves 2782.0 of electricity, power consumption will reduce from 14534.0 to 11752.0",Turn off Heater in room 115,2782.0
Lights,100,cold,2018-01-05,08:00:00,09:00:00,morning,12,4,1400.0,"Moving 12 people from room 100 to room 117 saves 1400.0 of electricity, power consumption will reduce from 11212.0 to 9812.0",Turn off Lights in room 100,1400.0
Lights,100,very hot,2018-01-05,13:00:00,14:00:00,afternoon,7,39,1836.0,"Moving 6 people from room 101 to room 105 saves 1578.0 of electricity, power consumption will reduce from 11350.0 to 9772.0",Turn off Lights in room 101,1578.0
Lights,100,very cold,2018-01-05,19:00:00,20:00:00,night,10,50,1873.0,"Moving 7 people from room 112 to room 117 saves 1511.0 of electricity, power consumption will reduce from 10528.0 to 9017.0",Turn off AC in room 112,1511.0
Lights,100,low hot,2018-01-05,23:00:00,00:00:00,midnight,13,17,1852.0,"Moving 6 people from room 118 to room 102 saves 1887.0 of electricity, power consumption will reduce from 11654.0 to 9767.0",Turn off AC in room 118,1887.0
Lights,100,very hot,2018-01-06,00:00:00,01:00:00,midnight,5,53,1188.0,"Moving 8 people from room 107 to room 111 saves 1259.0 of electricity, power consumption will reduce from 10510.0 to 9251.0",Turn off Lights in room 107,1259.0
Lights,100,low hot,2018-01-06,02:00:00,03:00:00,midnight,10,52,1916.0,"Moving 15 people from room 117 to room 108 saves 1437.0 of electricity, power consumption will reduce from 11425.0 to 9988.0",Turn off Lights in room 117,1437.0
Lights,100,low cold,2018-01-06,04:00:00,05:00:00,early morning,4,26,1771.0,"Moving 3 people from room 104 to room 100 saves 1620.0 of electricity, power consumption will reduce from 11569.0 to 9949.0",Turn off Lights in room 104,1620.0
Lights,100,hot,2018-01-06,11:00:00,12:00:00,morning,13,58,1382.0,"Moving 5 people from room 118 to room 116 saves 1220.0 of electricity, power consumption will reduce from 9713.0 to 8493.0",Turn off Lights in room 118,1220.0
Lights,100,very cold,2018-01-06,14:00:00,15:00:00,afternoon,7,54,1128.0,"Moving 7 people from room 100 to room 101 saves 1128.0 of electricity, power consumption will reduce from 10964.0 to 9836.0",Turn off Lights in room 100,1128.0
Lights,100,hot,2018-01-06,19:00:00,20:00:00,night,11,1,1242.0,"Moving 15 people from room 101 to room 111 saves 1171.0 of electricity, power consumption will reduce from 10747.0 to 9576.0",Turn off Lights in room 101,1171.0
Lights,100,cold,2018-01-06,22:00:00,23:00:00,night,2,4,1312.0,"Moving 2 people from room 109 to room 100 saves 1548.0 of electricity, power consumption will reduce from 11803.0 to 10255.0",Turn off Lights in room 109,1548.0
Lights,100,very cold,2018-01-06,23:00:00,00:00:00,midnight,1,21,1052.0,"Moving 1 people from room 100 to room 101 saves 1052.0 of electricity, power consumption will reduce from 11411.0 to 10359.0",Turn off Lights in room 100,1052.0
Lights,100,very hot,2018-01-06,23:00:00,00:00:00,midnight,5,43,1957.0,"Moving 1 people from room 100 to room 101 saves 1052.0 of electricity, power consumption will reduce from 11411.0 to 10359.0",Turn off Lights in room 100,1052.0
Lights,100,cold,2018-01-07,00:00:00,01:00:00,midnight,14,10,1095.0,"Moving 1 people from room 109 to room 100 saves 1261.0 of electricity, power consumption will reduce from 10851.0 to 9590.0",Turn off Lights in room 109,1261.0
Lights,100,hot,2018-01-07,02:00:00,03:00:00,midnight,13,48,1394.0,"Moving 1 people from room 106 to room 105 saves 1427.0 of electricity, power consumption will reduce from 9928.0 to 8501.0",Turn off Lights in room 106,1427.0
Lights,100,low hot,2018-01-07,03:00:00,04:00:00,midnight,12,14,1045.0,"Moving 11 people from room 114 to room 115 saves 1095.0 of electricity, power consumption will reduce from 10301.0 to 9206.0",Turn off Lights in room 114,1095.0
Lights,100,very hot,2018-01-07,06:00:00,07:00:00,early morning,8,38,1100.0,"Moving 3 people from room 116 to room 105 saves 1193.0 of electricity, power consumption will reduce from 10325.0 to 9132.0",Turn off Lights in room 116,1193.0
Lights,100,hot,2018-01-07,09:00:00,10:00:00,morning,8,8,1798.0,None,Turn off Lights in room 104,1248.0
Lights,100,low cold,2018-01-07,10:00:00,11:00:00,morning,15,24,1862.0,None,Turn off Lights in room 101,1658.0
Lights,100,low cold,2018-01-07,12:00:00,13:00:00,afternoon,0,0,1880.0,None,Turn off Lights in room 100,1880.0
Lights,100,very cold,2018-01-08,00:00:00,01:00:00,midnight,7,39,1429.0,"Moving 1 people from room 117 to room 100 saves 1804.0 of electricity, power consumption will reduce from 11475.0 to 9671.0",Turn off Lights in room 117,1804.0
Lights,100,low cold,2018-01-08,01:00:00,02:00:00,midnight,4,43,1692.0,None,Turn off Lights in room 109,1443.0
Lights,100,low cold,2018-01-08,02:00:00,03:00:00,midnight,14,54,1370.0,"Moving 5 people from room 118 to room 102 saves 1234.0 of electricity, power consumption will reduce from 9611.0 to 8377.0",Turn off Lights in room 118,1234.0
Lights,100,low hot,2018-01-08,02:00:00,03:00:00,midnight,15,31,1485.0,"Moving 5 people from room 118 to room 102 saves 1234.0 of electricity, power consumption will reduce from 9611.0 to 8377.0",Turn off Lights in room 118,1234.0
Lights,100,hot,2018-01-08,04:00:00,05:00:00,early morning,7,10,1533.0,"Moving 11 people from room 101 to room 111 saves 1414.0 of electricity, power consumption will reduce from 11939.0 to 10525.0",Turn off Lights in room 101,1414.0
Lights,100,low cold,2018-01-08,07:00:00,08:00:00,morning,4,53,1413.0,"Moving 4 people from room 100 to room 104 saves 1413.0 of electricity, power consumption will reduce from 10471.0 to 9058.0",Turn off Lights in room 100,1413.0
Lights,100,low hot,2018-01-08,13:00:00,14:00:00,afternoon,15,51,1919.0,None,Turn off Lights in room 118,1467.0
Lights,100,low cold,2018-01-08,17:00:00,18:00:00,evening,11,58,1475.0,"Moving 10 people from room 103 to room 100 saves 1022.0 of electricity, power consumption will reduce from 9551.0 to 8529.0",Turn off Lights in room 103,1022.0
Lights,100,very cold,2018-01-08,17:00:00,18:00:00,evening,7,16,1533.0,"Moving 10 people from room 103 to room 100 saves 1022.0 of electricity, power consumption will reduce from 9551.0 to 8529.0",Turn off Lights in room 103,1022.0
Lights,100,very hot,2018-01-09,03:00:00,04:00:00,midnight,14,32,1846.0,"Moving 12 people from room 114 to room 108 saves 290.0 of electricity, power consumption will reduce from 11084.0 to 10794.0",Turn off Television in room 114,290.0
Lights,100,very cold,2018-01-09,04:00:00,05:00:00,early morning,10,9,1533.0,"Moving 14 people from room 109 to room 100 saves 254.0 of electricity, power consumption will reduce from 9697.0 to 9443.0",Turn off Television in room 109,254.0
Lights,100,low hot,2018-01-09,07:00:00,08:00:00,morning,5,26,1950.0,"Moving 11 people from room 103 to room 119 saves 246.0 of electricity, power consumption will reduce from 9761.0 to 9515.0",Turn off Television in room 103,246.0
Lights,100,hot,2018-01-09,11:00:00,12:00:00,morning,8,1,1533.0,"Moving 5 people from room 101 to room 113 saves 203.0 of electricity, power consumption will reduce from 9554.0 to 9351.0",Turn off Television in room 101,203.0
Lights,100,very cold,2018-01-09,14:00:00,15:00:00,afternoon,11,34,1950.0,"Moving 9 people from room 103 to room 109 saves 227.0 of electricity, power consumption will reduce from 9416.0 to 9189.0",Turn off Television in room 103,227.0
Lights,100,very hot,2018-01-09,20:00:00,21:00:00,night,3,17,1054.0,"Moving 3 people from room 110 to room 108 saves 268.0 of electricity, power consumption will reduce from 9795.0 to 9527.0",Turn off Television in room 110,268.0
Microwave,100,very cold,2018-01-23,05:00:00,06:00:00,early morning,15,32,1368.0,"Moving 11 people from room 108 to room 112 saves 1741.0 of electricity, power consumption will reduce from 12068.0 to 10327.0",Turn off Microwave in room 108,1741.0
Microwave,100,very cold,2018-01-23,07:00:00,08:00:00,morning,1,10,1985.0,"Moving 8 people from room 114 to room 114 saves 1540.0 of electricity, power consumption will reduce from 12199.0 to 10659.0",Turn off Microwave in room 114,1540.0
Microwave,100,low hot,2018-01-23,08:00:00,09:00:00,morning,7,39,1294.0,"Moving 14 people from room 110 to room 107 saves 1519.0 of electricity, power consumption will reduce from 10436.0 to 8917.0",Turn off Microwave in room 110,1519.0
Microwave,100,low cold,2018-01-23,14:00:00,15:00:00,afternoon,8,19,1533.0,"Moving 10 people from room 114 to room 111 saves 1672.0 of electricity, power consumption will reduce from 10844.0 to 9172.0",Turn off Microwave in room 114,1672.0
Microwave,100,low cold,2018-01-23,16:00:00,17:00:00,evening,3,48,1205.0,"Moving 7 people from room 105 to room 102 saves 1380.0 of electricity, power consumption will reduce from 10505.0 to 9125.0",Turn off Microwave in room 105,1380.0
