device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power
Computer,100,low cold,2018-01-29,15:00:00,16:00:00,afternoon,1,59,429.26171875
Computer,100,low hot,2018-01-29,20:00:00,21:00:00,night,11,33,412.5703125
Computer,100,low hot,2018-01-30,01:00:00,02:00:00,midnight,12,53,422.53515625
Computer,100,hot,2018-01-30,08:00:00,09:00:00,morning,12,9,435.359375
Computer,100,cold,2018-01-30,13:00:00,14:00:00,afternoon,9,16,429.19140625
Computer,100,low hot,2018-01-30,16:00:00,17:00:00,evening,11,37,417.12890625
Computer,100,hot,2018-01-30,17:00:00,18:00:00,evening,3,20,392.625
Computer,100,low hot,2018-01-30,17:00:00,18:00:00,evening,9,4,403.2734375
Computer,100,cold,2018-01-30,20:00:00,21:00:00,night,15,36,396.21484375
Computer,100,low cold,2018-01-31,00:00:00,01:00:00,midnight,8,29,432.4609375
Computer,100,cold,2018-01-31,01:00:00,02:00:00,midnight,15,45,378.72265625
Computer,100,low cold,2018-01-31,02:00:00,03:00:00,midnight,2,56,442.6796875
Computer,100,very cold,2018-01-31,06:00:00,07:00:00,early morning,10,22,381.8828125
Computer,100,low cold,2018-01-31,08:00:00,09:00:00,morning,3,10,433.46875
Computer,100,hot,2018-01-31,10:00:00,11:00:00,morning,2,52,391.44921875
Computer,100,very cold,2018-01-31,12:00:00,13:00:00,afternoon,2,2,410.7421875
Heater,100,very cold,2018-01-19,02:00:00,03:00:00,midnight,3,48,2244.390625
Heater,100,very hot,2018-01-19,03:00:00,04:00:00,midnight,4,14,2244.8984375
Heater,100,cold,2018-01-19,05:00:00,06:00:00,early morning,14,21,2221.0390625
Heater,100,very cold,2018-01-19,06:00:00,07:00:00,early morning,3,29,2211.9453125
Heater,100,cold,2018-01-19,08:00:00,09:00:00,morning,12,56,2247.640625
Heater,100,hot,2018-01-19,09:00:00,10:00:00,morning,3,4,2252.76171875
Heater,100,very hot,2018-01-19,20:00:00,21:00:00,night,4,51,2238.80859375
Heater,100,very hot,2018-01-20,06:00:00,07:00:00,early morning,11,36,2281.85546875
Heater,100,cold,2018-01-20,10:00:00,11:00:00,morning,5,13,2241.41015625
Heater,100,low hot,2018-01-20,11:00:00,12:00:00,morning,11,19,2279.54296875
Heater,100,very hot,2018-01-20,11:00:00,12:00:00,morning,2,51,2287.31640625
Heater,100,hot,2018-01-20,12:00:00,13:00:00,afternoon,10,33,2299.69140625
Heater,100,very hot,2018-01-20,14:00:00,15:00:00,afternoon,6,34,2274.24609375
Heater,100,hot,2018-01-20,22:00:00,23:00:00,night,12,10,2291.7734375
Heater,100,low cold,2018-01-21,06:00:00,07:00:00,early morning,3,33,2216.4296875
Heater,100,very hot,2018-01-21,09:00:00,10:00:00,morning,0,0,2246.01953125
Heater,100,hot,2018-01-21,11:00:00,12:00:00,morning,9,30,2203.8046875
Heater,100,low hot,2018-01-21,12:00:00,13:00:00,afternoon,10,35,2251.76171875
Heater,100,cold,2018-01-21,14:00:00,15:00:00,afternoon,12,7,2178.2109375
Heater,100,very cold,2018-01-21,16:00:00,17:00:00,evening,8,3,2174.52734375
Heater,100,low hot,2018-01-21,17:00:00,18:00:00,evening,10,5,2195.33984375
Heater,100,very hot,2018-01-21,20:00:00,21:00:00,night,0,0,2206.72265625
Heater,100,low hot,2018-01-21,22:00:00,23:00:00,night,1,5,2243.33984375
Heater,100,very hot,2018-01-21,23:00:00,00:00:00,midnight,11,33,2246.75
Heater,100,low cold,2018-01-22,00:00:00,01:00:00,midnight,4,25,2249.875
Heater,100,very hot,2018-01-22,03:00:00,04:00:00,midnight,2,1,2232.3046875
Heater,100,hot,2018-01-22,09:00:00,10:00:00,morning,11,10,2243.61328125
Heater,100,low hot,2018-01-22,11:00:00,12:00:00,morning,11,2,2222.72265625
Heater,100,low cold,2018-01-22,18:00:00,19:00:00,evening,11,52,2264.53515625
Heater,100,low hot,2018-01-22,21:00:00,22:00:00,night,14,13,2259.3046875
Heater,100,cold,2018-01-22,22:00:00,23:00:00,night,2,54,2239.25390625
Heater,100,low cold,2018-01-22,22:00:00,23:00:00,night,15,16,2252.33203125
Heater,100,very hot,2018-01-22,23:00:00,00:00:00,midnight,13,49,2261.03125
Heater,100,hot,2018-01-23,05:00:00,06:00:00,early morning,7,41,2150.234375
Heater,100,very cold,2018-01-23,23:00:00,00:00:00,midnight,4,2,2147.0390625
Lights,100,low cold,2018-01-05,04:00:00,05:00:00,early morning,14,51,1533.66796875
Lights,100,hot,2018-01-05,11:00:00,12:00:00,morning,7,22,1481.97265625
Lights,100,low cold,2018-01-05,15:00:00,16:00:00,afternoon,7,52,1508.39453125
Lights,100,low hot,2018-01-05,18:00:00,19:00:00,evening,4,49,1536.55859375
Lights,100,very hot,2018-01-05,23:00:00,00:00:00,midnight,3,46,1530.52734375
Lights,100,very hot,2018-01-06,06:00:00,07:00:00,early morning,8,2,1503.125
Lights,100,hot,2018-01-06,07:00:00,08:00:00,morning,14,37,1514.796875
Lights,100,very hot,2018-01-06,08:00:00,09:00:00,morning,6,22,1537.8125
Lights,100,cold,2018-01-06,16:00:00,17:00:00,evening,15,41,1475.796875
Lights,100,very hot,2018-01-06,17:00:00,18:00:00,evening,4,13,1489.60546875
Lights,100,low cold,2018-01-06,23:00:00,00:00:00,midnight,11,20,1534.08203125
Lights,100,low hot,2018-01-07,00:00:00,01:00:00,midnight,13,46,1565.6171875
Lights,100,low hot,2018-01-07,03:00:00,04:00:00,midnight,8,19,1545.5703125
Lights,100,low hot,2018-01-07,09:00:00,10:00:00,morning,0,0,1566.34765625
Lights,100,low cold,2018-01-07,19:00:00,20:00:00,night,5,15,1557.09765625
Lights,100,very hot,2018-01-07,19:00:00,20:00:00,night,4,53,1568.28515625
Lights,100,cold,2018-01-07,19:00:00,20:00:00,night,9,7,1531.3359375
Lights,100,very hot,2018-01-07,20:00:00,21:00:00,night,8,4,1526.3984375
Lights,100,hot,2018-01-07,21:00:00,22:00:00,night,8,56,1563.921875
Lights,100,low cold,2018-01-07,23:00:00,00:00:00,midnight,14,14,1559.42578125
Lights,100,hot,2018-01-08,01:00:00,02:00:00,midnight,13,47,1502.0
Lights,100,very cold,2018-01-08,01:00:00,02:00:00,midnight,1,40,1489.88671875
Lights,100,cold,2018-01-08,03:00:00,04:00:00,midnight,10,19,1503.6328125
Lights,100,low cold,2018-01-08,05:00:00,06:00:00,early morning,4,23,1529.71875
Lights,100,cold,2018-01-08,08:00:00,09:00:00,morning,12,20,1522.8203125
Lights,100,cold,2018-01-08,10:00:00,11:00:00,morning,1,24,1485.0859375
Lights,100,cold,2018-01-08,12:00:00,13:00:00,afternoon,2,22,1527.375
Lights,100,hot,2018-01-08,17:00:00,18:00:00,evening,2,19,1488.55859375
Lights,100,low cold,2018-01-08,17:00:00,18:00:00,evening,3,44,1506.609375
Lights,100,hot,2018-01-08,19:00:00,20:00:00,night,10,43,1535.53125
Lights,100,very hot,2018-01-08,19:00:00,20:00:00,night,14,24,1544.92578125
Lights,100,very hot,2018-01-08,21:00:00,22:00:00,night,2,14,1553.48046875
Lights,100,hot,2018-01-08,22:00:00,23:00:00,night,12,6,1531.4765625
Lights,100,cold,2018-01-09,00:00:00,01:00:00,midnight,1,8,1515.65234375
Lights,100,hot,2018-01-09,01:00:00,02:00:00,midnight,5,31,1498.55078125
Lights,100,very hot,2018-01-09,08:00:00,09:00:00,morning,11,13,1546.296875
Lights,100,low hot,2018-01-09,10:00:00,11:00:00,morning,12,34,1512.08984375
Lights,100,very cold,2018-01-09,18:00:00,19:00:00,evening,5,5,1523.015625
Microwave,100,low hot,2018-01-23,02:00:00,03:00:00,midnight,11,54,1539.9765625
Microwave,100,low cold,2018-01-23,03:00:00,04:00:00,midnight,0,0,1508.13671875
Microwave,100,very hot,2018-01-23,04:00:00,05:00:00,early morning,15,23,1537.7890625
Microwave,100,very cold,2018-01-23,05:00:00,06:00:00,early morning,5,17,1488.73828125
Microwave,100,very hot,2018-01-23,15:00:00,16:00:00,afternoon,10,15,1510.16796875
Microwave,100,low cold,2018-01-23,22:00:00,23:00:00,night,9,9,1529.2421875
Microwave,100,cold,2018-01-23,23:00:00,00:00:00,midnight,1,8,1504.98828125
Microwave,100,very cold,2018-01-24,06:00:00,07:00:00,early morning,10,11,1514.1796875
Microwave,100,low cold,2018-01-24,08:00:00,09:00:00,morning,3,31,1573.3515625
Microwave,100,very cold,2018-01-24,16:00:00,17:00:00,evening,7,12,1504.42578125
Microwave,100,very hot,2018-01-24,23:00:00,00:00:00,midnight,6,4,1568.0703125
Microwave,100,hot,2018-01-25,04:00:00,05:00:00,early morning,8,2,1523.59765625
Microwave,100,cold,2018-01-25,06:00:00,07:00:00,early morning,11,8,1479.21484375
Microwave,100,low cold,2018-01-25,06:00:00,07:00:00,early morning,5,36,1509.93359375
Microwave,100,cold,2018-01-25,07:00:00,08:00:00,morning,0,0,1496.80078125
Microwave,100,low cold,2018-01-25,09:00:00,10:00:00,morning,11,8,1537.68359375
Microwave,100,very cold,2018-01-25,11:00:00,12:00:00,morning,6,54,1491.08984375
Microwave,100,hot,2018-01-25,12:00:00,13:00:00,afternoon,2,42,1532.19140625
Microwave,100,very hot,2018-01-25,14:00:00,15:00:00,afternoon,2,18,1500.3984375
Microwave,100,low cold,2018-01-25,22:00:00,23:00:00,night,5,10,1534.26953125
Microwave,100,hot,2018-01-25,22:00:00,23:00:00,night,13,34,1526.87890625
Microwave,100,cold,2018-01-25,23:00:00,00:00:00,midnight,15,22,1511.203125
Microwave,100,very hot,2018-01-26,00:00:00,01:00:00,midnight,14,29,1557.77734375
Microwave,100,low hot,2018-01-26,01:00:00,02:00:00,midnight,2,22,1524.796875
Microwave,100,low cold,2018-01-26,02:00:00,03:00:00,midnight,2,7,1554.9296875
Microwave,100,hot,2018-01-26,06:00:00,07:00:00,early morning,12,49,1523.65625
Microwave,100,very hot,2018-01-26,08:00:00,09:00:00,morning,2,12,1559.9921875
Microwave,100,hot,2018-01-26,13:00:00,14:00:00,afternoon,13,32,1552.32421875
Microwave,100,low cold,2018-01-26,16:00:00,17:00:00,evening,13,50,1525.71484375
Microwave,100,very hot,2018-01-26,17:00:00,18:00:00,evening,4,18,1514.9140625
Microwave,100,low hot,2018-01-26,23:00:00,00:00:00,midnight,7,49,1568.33984375
Microwave,100,very cold,2018-01-27,08:00:00,09:00:00,morning,13,42,1565.66015625
Microwave,100,low cold,2018-01-27,08:00:00,09:00:00,morning,10,28,1586.61328125
Microwave,100,very hot,2018-01-27,11:00:00,12:00:00,morning,6,53,1566.2578125
Microwave,100,hot,2018-01-27,13:00:00,14:00:00,afternoon,4,17,1575.46484375
Microwave,100,hot,2018-01-27,19:00:00,20:00:00,night,5,50,1575.953125
Microwave,100,very hot,2018-01-27,20:00:00,21:00:00,night,8,44,1558.67578125
Refridgerator,100,low cold,2018-01-14,01:00:00,02:00:00,midnight,10,12,216.87890625
Refridgerator,100,hot,2018-01-14,01:00:00,02:00:00,midnight,9,21,206.875
Refridgerator,100,cold,2018-01-14,16:00:00,17:00:00,evening,15,9,190.4765625
Refridgerator,100,very hot,2018-01-14,20:00:00,21:00:00,night,4,10,223.42578125
Refridgerator,100,hot,2018-01-14,22:00:00,23:00:00,night,9,1,241.23046875
Refridgerator,100,low cold,2018-01-14,23:00:00,00:00:00,midnight,9,40,261.29296875
Refridgerator,100,cold,2018-01-15,01:00:00,02:00:00,midnight,7,16,178.70703125
Refridgerator,100,low hot,2018-01-15,04:00:00,05:00:00,early morning,6,55,257.2109375
Refridgerator,100,low hot,2018-01-15,10:00:00,11:00:00,morning,4,31,207.3515625
Refridgerator,100,hot,2018-01-15,11:00:00,12:00:00,morning,7,30,202.78125
Refridgerator,100,low hot,2018-01-15,15:00:00,16:00:00,afternoon,3,42,228.1953125
Refridgerator,100,very hot,2018-01-15,16:00:00,17:00:00,evening,14,12,200.83203125
Refridgerator,100,hot,2018-01-16,00:00:00,01:00:00,midnight,8,19,232.4140625
Refridgerator,100,low hot,2018-01-16,07:00:00,08:00:00,morning,8,50,248.40234375
Refridgerator,100,very hot,2018-01-16,09:00:00,10:00:00,morning,15,28,258.3984375
Refridgerator,100,hot,2018-01-16,10:00:00,11:00:00,morning,4,57,206.984375
Refridgerator,100,very cold,2018-01-16,13:00:00,14:00:00,afternoon,3,31,232.1171875
Refridgerator,100,low hot,2018-01-16,16:00:00,17:00:00,evening,10,12,210.55859375
Refridgerator,100,cold,2018-01-16,20:00:00,21:00:00,night,0,0,188.51171875
Refridgerator,100,hot,2018-01-17,02:00:00,03:00:00,midnight,2,9,228.52734375
Refridgerator,100,low cold,2018-01-17,05:00:00,06:00:00,early morning,5,53,234.56640625
Refridgerator,100,very cold,2018-01-17,06:00:00,07:00:00,early morning,4,27,192.921875
Refridgerator,100,low hot,2018-01-17,07:00:00,08:00:00,morning,8,50,243.0625
Refridgerator,100,cold,2018-01-17,07:00:00,08:00:00,morning,15,43,214.38671875
Refridgerator,100,very cold,2018-01-17,13:00:00,14:00:00,afternoon,5,35,227.515625
Refridgerator,100,very cold,2018-01-18,00:00:00,01:00:00,midnight,3,56,227.38671875
Refridgerator,100,cold,2018-01-18,00:00:00,01:00:00,midnight,6,29,221.1796875
Refridgerator,100,cold,2018-01-18,01:00:00,02:00:00,midnight,2,23,186.8359375
Refridgerator,100,hot,2018-01-18,06:00:00,07:00:00,early morning,2,30,208.30078125
Refridgerator,100,low cold,2018-01-18,06:00:00,07:00:00,early morning,15,38,221.0625
Refridgerator,100,very hot,2018-01-18,09:00:00,10:00:00,morning,1,24,256.3203125
Refridgerator,100,low hot,2018-01-18,11:00:00,12:00:00,morning,12,36,224.703125
Refridgerator,100,very hot,2018-01-18,13:00:00,14:00:00,afternoon,11,4,248.3125
Refridgerator,100,very cold,2018-01-18,18:00:00,19:00:00,evening,0,0,223.43359375
Refridgerator,100,very cold,2018-01-18,19:00:00,20:00:00,night,0,0,215.2578125
Television,100,low hot,2018-01-09,13:00:00,14:00:00,afternoon,15,54,319.484375
Television,100,low hot,2018-01-09,17:00:00,18:00:00,evening,11,44,268.171875
Television,100,low cold,2018-01-10,01:00:00,02:00:00,midnight,15,41,259.984375
Television,100,hot,2018-01-10,03:00:00,04:00:00,midnight,1,6,260.09375
Television,100,very hot,2018-01-10,03:00:00,04:00:00,midnight,11,23,277.38671875
Television,100,hot,2018-01-10,06:00:00,07:00:00,early morning,13,45,257.5
Television,100,cold,2018-01-10,07:00:00,08:00:00,morning,13,6,255.3671875
Television,100,very cold,2018-01-10,09:00:00,10:00:00,morning,10,29,277.3203125
Television,100,cold,2018-01-10,11:00:00,12:00:00,morning,14,58,250.22265625
Television,100,low cold,2018-01-10,11:00:00,12:00:00,morning,5,55,273.90234375
Television,100,low cold,2018-01-10,14:00:00,15:00:00,afternoon,7,37,260.80859375
Television,100,low cold,2018-01-10,14:00:00,15:00:00,afternoon,12,32,259.09765625
Television,100,cold,2018-01-10,20:00:00,21:00:00,night,0,0,232.7109375
Television,100,low cold,2018-01-10,21:00:00,22:00:00,night,1,8,297.46875
Television,100,very hot,2018-01-11,06:00:00,07:00:00,early morning,3,37,272.05078125
Television,100,cold,2018-01-11,09:00:00,10:00:00,morning,15,12,274.35546875
Television,100,hot,2018-01-11,13:00:00,14:00:00,afternoon,5,13,284.640625
Television,100,hot,2018-01-11,17:00:00,18:00:00,evening,0,0,232.7265625
Television,100,low cold,2018-01-12,00:00:00,01:00:00,midnight,7,21,290.4296875
Television,100,very hot,2018-01-12,01:00:00,02:00:00,midnight,6,15,257.85546875
Television,100,low cold,2018-01-12,07:00:00,08:00:00,morning,7,41,288.73828125
Television,100,hot,2018-01-12,09:00:00,10:00:00,morning,0,0,284.22265625
Television,100,very hot,2018-01-12,10:00:00,11:00:00,morning,0,0,253.41796875
Television,100,cold,2018-01-12,12:00:00,13:00:00,afternoon,15,15,272.73046875
Television,100,low cold,2018-01-12,12:00:00,13:00:00,afternoon,6,33,301.390625
Television,100,cold,2018-01-12,13:00:00,14:00:00,afternoon,12,12,272.37890625
Television,100,hot,2018-01-12,15:00:00,16:00:00,afternoon,3,4,257.86328125
Television,100,low hot,2018-01-12,20:00:00,21:00:00,night,6,41,269.078125
Television,100,very cold,2018-01-12,22:00:00,23:00:00,night,0,0,267.984375
Television,100,very cold,2018-01-13,04:00:00,05:00:00,early morning,11,58,286.859375
Television,100,very hot,2018-01-13,05:00:00,06:00:00,early morning,1,38,286.5625
Television,100,very cold,2018-01-13,12:00:00,13:00:00,afternoon,9,36,280.3359375
Television,100,very cold,2018-01-13,21:00:00,22:00:00,night,0,0,275.234375
Television,100,low cold,2018-01-13,22:00:00,23:00:00,night,12,40,302.66796875
Television,100,hot,2018-01-13,22:00:00,23:00:00,night,15,8,282.5234375
Television,100,low hot,2018-01-13,23:00:00,00:00:00,midnight,9,55,307.95703125
Television,100,low cold,2018-01-14,01:00:00,02:00:00,midnight,11,44,271.67578125
Television,100,low hot,2018-01-14,17:00:00,18:00:00,evening,6,24,262.34375
Television,100,low hot,2018-01-14,22:00:00,23:00:00,night,13,8,304.8671875
AC,101,very cold,2018-01-01,03:00:00,04:00:00,midnight,8,12,1497.61328125
AC,101,low hot,2018-01-01,05:00:00,06:00:00,early morning,10,12,1525.2578125
AC,101,low cold,2018-01-01,08:00:00,09:00:00,morning,12,3,1538.1796875
AC,101,very cold,2018-01-01,13:00:00,14:00:00,afternoon,1,26,1523.8984375
AC,101,low cold,2018-01-01,14:00:00,15:00:00,afternoon,4,40,1510.390625
AC,101,hot,2018-01-01,16:00:00,17:00:00,evening,0,0,1486.44921875
AC,101,cold,2018-01-01,16:00:00,17:00:00,evening,11,56,1487.34765625
AC,101,very cold,2018-01-01,18:00:00,19:00:00,evening,3,48,1529.8515625
AC,101,low hot,2018-01-01,18:00:00,19:00:00,evening,15,36,1552.5390625
AC,101,very cold,2018-01-01,21:00:00,22:00:00,night,0,0,1520.28125
AC,101,hot,2018-01-01,23:00:00,00:00:00,midnight,5,12,1528.15625
AC,101,cold,2018-01-01,23:00:00,00:00:00,midnight,13,25,1519.1953125
AC,101,hot,2018-01-01,23:00:00,00:00:00,midnight,5,48,1536.6875
AC,101,low hot,2018-01-02,02:00:00,03:00:00,midnight,8,26,1523.984375
AC,101,low cold,2018-01-02,12:00:00,13:00:00,afternoon,9,42,1529.66015625
AC,101,cold,2018-01-02,15:00:00,16:00:00,afternoon,3,34,1480.22265625
AC,101,low hot,2018-01-02,16:00:00,17:00:00,evening,14,5,1480.1328125
AC,101,very cold,2018-01-02,21:00:00,22:00:00,night,5,48,1510.02734375
AC,101,cold,2018-01-02,22:00:00,23:00:00,night,2,22,1499.94921875
AC,101,cold,2018-01-02,23:00:00,00:00:00,midnight,0,0,1493.53515625
AC,101,hot,2018-01-03,00:00:00,01:00:00,midnight,14,4,1503.72265625
AC,101,very cold,2018-01-03,02:00:00,03:00:00,midnight,3,23,1500.84765625
AC,101,very cold,2018-01-03,02:00:00,03:00:00,midnight,11,4,1495.50390625
AC,101,cold,2018-01-03,03:00:00,04:00:00,midnight,7,17,1482.15234375
AC,101,very cold,2018-01-03,06:00:00,07:00:00,early morning,2,9,1469.69921875
AC,101,hot,2018-01-03,07:00:00,08:00:00,morning,10,13,1499.84375
AC,101,low hot,2018-01-03,11:00:00,12:00:00,morning,10,30,1501.58203125
AC,101,hot,2018-01-03,11:00:00,12:00:00,morning,6,43,1490.01171875
AC,101,hot,2018-01-03,12:00:00,13:00:00,afternoon,11,56,1524.3671875
AC,101,low cold,2018-01-03,13:00:00,14:00:00,afternoon,10,56,1536.75390625
AC,101,very cold,2018-01-03,14:00:00,15:00:00,afternoon,8,51,1471.359375
AC,101,low hot,2018-01-03,14:00:00,15:00:00,afternoon,5,38,1495.3828125
AC,101,very hot,2018-01-03,14:00:00,15:00:00,afternoon,9,7,1486.86328125
AC,101,hot,2018-01-03,16:00:00,17:00:00,evening,0,0,1469.1875
AC,101,very cold,2018-01-03,16:00:00,17:00:00,evening,6,42,1466.7890625
AC,101,hot,2018-01-03,18:00:00,19:00:00,evening,12,58,1525.734375
AC,101,cold,2018-01-04,03:00:00,04:00:00,midnight,6,23,1491.6796875
AC,101,cold,2018-01-04,04:00:00,05:00:00,early morning,2,25,1516.28125
AC,101,hot,2018-01-04,06:00:00,07:00:00,early morning,15,33,1493.73828125
AC,101,very hot,2018-01-04,08:00:00,09:00:00,morning,3,43,1541.42578125
AC,101,low cold,2018-01-04,09:00:00,10:00:00,morning,0,0,1534.75390625
AC,101,very cold,2018-01-04,14:00:00,15:00:00,afternoon,12,6,1468.27734375
AC,101,very hot,2018-01-04,23:00:00,00:00:00,midnight,4,21,1535.45703125
AC,101,cold,2018-01-05,00:00:00,01:00:00,midnight,1,25,1492.84765625
AC,101,cold,2018-01-05,11:00:00,12:00:00,morning,8,48,1473.76171875
AC,101,very cold,2018-01-05,23:00:00,00:00:00,midnight,9,45,1500.5625
Computer,101,cold,2018-01-27,04:00:00,05:00:00,early morning,5,38,427.75390625
Computer,101,hot,2018-01-27,10:00:00,11:00:00,morning,7,8,387.26171875
Computer,101,cold,2018-01-27,15:00:00,16:00:00,afternoon,6,34,400.453125
Computer,101,very hot,2018-01-27,18:00:00,19:00:00,evening,1,8,446.06640625
Computer,101,very cold,2018-01-28,05:00:00,06:00:00,early morning,10,23,405.1796875
Computer,101,very cold,2018-01-28,06:00:00,07:00:00,early morning,1,5,390.2265625
Computer,101,very cold,2018-01-28,08:00:00,09:00:00,morning,2,39,427.9140625
Computer,101,low cold,2018-01-28,11:00:00,12:00:00,morning,5,32,421.11328125
Computer,101,hot,2018-01-28,12:00:00,13:00:00,afternoon,9,52,445.00390625
Computer,101,cold,2018-01-29,00:00:00,01:00:00,midnight,6,50,417.1484375
Computer,101,cold,2018-01-29,01:00:00,02:00:00,midnight,12,31,378.67578125
Computer,101,hot,2018-01-29,03:00:00,04:00:00,midnight,9,9,404.1484375
Computer,101,hot,2018-01-29,06:00:00,07:00:00,early morning,11,12,394.078125
Computer,101,very cold,2018-01-29,07:00:00,08:00:00,morning,14,36,406.0546875
Computer,101,cold,2018-01-29,07:00:00,08:00:00,morning,2,34,407.3515625
Computer,101,cold,2018-01-29,11:00:00,12:00:00,morning,10,6,382.50390625
Computer,101,hot,2018-01-29,12:00:00,13:00:00,afternoon,7,1,424.65234375
Computer,101,low cold,2018-01-29,13:00:00,14:00:00,afternoon,9,20,441.22265625
Computer,101,low cold,2018-01-29,19:00:00,20:00:00,night,5,34,437.73828125
Computer,101,low cold,2018-01-29,20:00:00,21:00:00,night,1,22,405.4609375
Computer,101,low hot,2018-01-29,20:00:00,21:00:00,night,10,36,410.6640625
Computer,101,low hot,2018-01-30,00:00:00,01:00:00,midnight,5,51,453.4140625
Computer,101,low hot,2018-01-30,01:00:00,02:00:00,midnight,13,19,411.6484375
Computer,101,low hot,2018-01-30,02:00:00,03:00:00,midnight,13,45,454.33984375
Computer,101,low hot,2018-01-30,03:00:00,04:00:00,midnight,1,22,432.79296875
Computer,101,very hot,2018-01-30,04:00:00,05:00:00,early morning,10,1,449.80859375
Computer,101,low cold,2018-01-30,05:00:00,06:00:00,early morning,7,32,432.74609375
Computer,101,low hot,2018-01-30,05:00:00,06:00:00,early morning,2,37,437.296875
