device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power
Computer,100,low cold,2018-01-31,08:00:00,09:00:00,morning,3,10,448.0
Computer,100,hot,2018-01-31,10:00:00,11:00:00,morning,2,52,331.0
Computer,100,very cold,2018-01-31,12:00:00,13:00:00,afternoon,2,2,461.0
Heater,100,very cold,2018-01-19,02:00:00,03:00:00,midnight,3,48,1501.0
Heater,100,very hot,2018-01-19,03:00:00,04:00:00,midnight,4,14,1811.0
Heater,100,cold,2018-01-19,05:00:00,06:00:00,early morning,14,21,2285.0
Heater,100,very cold,2018-01-19,06:00:00,07:00:00,early morning,3,29,2183.0
Heater,100,cold,2018-01-19,08:00:00,09:00:00,morning,12,56,2202.0
Heater,100,hot,2018-01-19,09:00:00,10:00:00,morning,3,4,2791.0
Heater,100,very hot,2018-01-19,20:00:00,21:00:00,night,4,51,1596.0
Heater,100,very hot,2018-01-20,06:00:00,07:00:00,early morning,11,36,2148.0
Heater,100,cold,2018-01-20,10:00:00,11:00:00,morning,5,13,1683.0
Heater,100,low hot,2018-01-20,11:00:00,12:00:00,morning,11,19,2025.0
Heater,100,very hot,2018-01-20,11:00:00,12:00:00,morning,2,51,2692.0
Heater,100,hot,2018-01-20,12:00:00,13:00:00,afternoon,10,33,1695.0
Heater,100,very hot,2018-01-20,14:00:00,15:00:00,afternoon,6,34,2173.0
Heater,100,hot,2018-01-20,22:00:00,23:00:00,night,12,10,2607.0
Heater,100,low cold,2018-01-21,06:00:00,07:00:00,early morning,3,33,2148.0
Heater,100,very hot,2018-01-21,09:00:00,10:00:00,morning,0,0,2966.0
Heater,100,hot,2018-01-21,11:00:00,12:00:00,morning,9,30,2617.0
Heater,100,low hot,2018-01-21,12:00:00,13:00:00,afternoon,10,35,2252.0
Heater,100,cold,2018-01-21,14:00:00,15:00:00,afternoon,12,7,2083.0
Heater,100,very cold,2018-01-21,16:00:00,17:00:00,evening,8,3,1677.0
Heater,100,low hot,2018-01-21,17:00:00,18:00:00,evening,10,5,2810.0
Heater,100,very hot,2018-01-21,20:00:00,21:00:00,night,0,0,1660.0
Heater,100,low hot,2018-01-21,22:00:00,23:00:00,night,1,5,1763.0
Heater,100,very hot,2018-01-21,23:00:00,00:00:00,midnight,11,33,2252.0
Heater,100,low cold,2018-01-22,00:00:00,01:00:00,midnight,4,25,2985.0
Heater,100,very hot,2018-01-22,03:00:00,04:00:00,midnight,2,1,1548.0
Heater,100,hot,2018-01-22,09:00:00,10:00:00,morning,11,10,1915.0
Heater,100,low hot,2018-01-22,11:00:00,12:00:00,morning,11,2,1866.0
Heater,100,low cold,2018-01-22,18:00:00,19:00:00,evening,11,52,2375.0
Heater,100,low hot,2018-01-22,21:00:00,22:00:00,night,14,13,2349.0
Heater,100,cold,2018-01-22,22:00:00,23:00:00,night,2,54,2530.0
Heater,100,low cold,2018-01-22,22:00:00,23:00:00,night,15,16,1573.0
Heater,100,very hot,2018-01-22,23:00:00,00:00:00,midnight,13,49,1830.0
Heater,100,hot,2018-01-23,05:00:00,06:00:00,early morning,7,41,1712.0
Heater,100,very cold,2018-01-23,23:00:00,00:00:00,midnight,4,2,1969.0
Lights,100,low cold,2018-01-05,04:00:00,05:00:00,early morning,14,51,1933.0
Lights,100,hot,2018-01-05,11:00:00,12:00:00,morning,7,22,1940.0
Lights,100,low cold,2018-01-05,15:00:00,16:00:00,afternoon,7,52,1916.0
Lights,100,low hot,2018-01-05,18:00:00,19:00:00,evening,4,49,1973.0
Lights,100,very hot,2018-01-05,23:00:00,00:00:00,midnight,3,46,1912.0
Lights,100,very hot,2018-01-06,06:00:00,07:00:00,early morning,8,2,1533.0
Lights,100,hot,2018-01-06,07:00:00,08:00:00,morning,14,37,1304.0
Lights,100,very hot,2018-01-06,08:00:00,09:00:00,morning,6,22,1617.0
Lights,100,cold,2018-01-06,16:00:00,17:00:00,evening,15,41,1682.0
Lights,100,very hot,2018-01-06,17:00:00,18:00:00,evening,4,13,1985.0
Lights,100,low cold,2018-01-06,23:00:00,00:00:00,midnight,11,20,1122.0
Lights,100,low hot,2018-01-07,00:00:00,01:00:00,midnight,13,46,1096.0
Lights,100,low hot,2018-01-07,03:00:00,04:00:00,midnight,8,19,1533.0
Lights,100,low hot,2018-01-07,09:00:00,10:00:00,morning,0,0,1839.0
Lights,100,low cold,2018-01-07,19:00:00,20:00:00,night,5,15,1242.0
Lights,100,very hot,2018-01-07,19:00:00,20:00:00,night,4,53,1188.0
Lights,100,cold,2018-01-07,19:00:00,20:00:00,night,9,7,1893.0
Lights,100,very hot,2018-01-07,20:00:00,21:00:00,night,8,4,1451.0
Lights,100,hot,2018-01-07,21:00:00,22:00:00,night,8,56,1796.0
Lights,100,low cold,2018-01-07,23:00:00,00:00:00,midnight,14,14,1329.0
Lights,100,hot,2018-01-08,01:00:00,02:00:00,midnight,13,47,1995.0
Lights,100,very cold,2018-01-08,01:00:00,02:00:00,midnight,1,40,1261.0
Lights,100,cold,2018-01-08,03:00:00,04:00:00,midnight,10,19,1574.0
Lights,100,low cold,2018-01-08,05:00:00,06:00:00,early morning,4,23,1923.0
Lights,100,cold,2018-01-08,08:00:00,09:00:00,morning,12,20,1880.0
Lights,100,cold,2018-01-08,10:00:00,11:00:00,morning,1,24,1338.0
Lights,100,cold,2018-01-08,12:00:00,13:00:00,afternoon,2,22,1338.0
Lights,100,hot,2018-01-08,17:00:00,18:00:00,evening,2,19,1985.0
Lights,100,low cold,2018-01-08,17:00:00,18:00:00,evening,3,44,1494.0
Lights,100,hot,2018-01-08,19:00:00,20:00:00,night,10,43,1217.0
Lights,100,very hot,2018-01-08,19:00:00,20:00:00,night,14,24,1026.0
Lights,100,very hot,2018-01-08,21:00:00,22:00:00,night,2,14,1985.0
Lights,100,hot,2018-01-08,22:00:00,23:00:00,night,12,6,1191.0
Lights,100,cold,2018-01-09,00:00:00,01:00:00,midnight,1,8,1267.0
Lights,100,hot,2018-01-09,01:00:00,02:00:00,midnight,5,31,1754.0
Lights,100,very hot,2018-01-09,08:00:00,09:00:00,morning,11,13,1533.0
Lights,100,low hot,2018-01-09,10:00:00,11:00:00,morning,12,34,1950.0
Lights,100,very cold,2018-01-09,18:00:00,19:00:00,evening,5,5,1533.0
Microwave,100,low hot,2018-01-23,02:00:00,03:00:00,midnight,11,54,1166.0
Microwave,100,low cold,2018-01-23,03:00:00,04:00:00,midnight,0,0,1889.0
Microwave,100,very hot,2018-01-23,04:00:00,05:00:00,early morning,15,23,1068.0
Microwave,100,very cold,2018-01-23,05:00:00,06:00:00,early morning,5,17,1691.0
Microwave,100,very hot,2018-01-23,15:00:00,16:00:00,afternoon,10,15,1533.0
Microwave,100,low cold,2018-01-23,22:00:00,23:00:00,night,9,9,1533.0
Microwave,100,cold,2018-01-23,23:00:00,00:00:00,midnight,1,8,1267.0
Microwave,100,very cold,2018-01-24,06:00:00,07:00:00,early morning,10,11,1533.0
Microwave,100,low cold,2018-01-24,08:00:00,09:00:00,morning,3,31,1700.0
Microwave,100,very cold,2018-01-24,16:00:00,17:00:00,evening,7,12,1084.0
Microwave,100,very hot,2018-01-24,23:00:00,00:00:00,midnight,6,4,1533.0
Microwave,100,hot,2018-01-25,04:00:00,05:00:00,early morning,8,2,1533.0
Microwave,100,cold,2018-01-25,06:00:00,07:00:00,early morning,11,8,1320.0
Microwave,100,low cold,2018-01-25,06:00:00,07:00:00,early morning,5,36,1721.0
Microwave,100,cold,2018-01-25,07:00:00,08:00:00,morning,0,0,1223.0
Microwave,100,low cold,2018-01-25,09:00:00,10:00:00,morning,11,8,1798.0
Microwave,100,very cold,2018-01-25,11:00:00,12:00:00,morning,6,54,1806.0
Microwave,100,hot,2018-01-25,12:00:00,13:00:00,afternoon,2,42,1866.0
Microwave,100,very hot,2018-01-25,14:00:00,15:00:00,afternoon,2,18,1985.0
Microwave,100,low cold,2018-01-25,22:00:00,23:00:00,night,5,10,1533.0
Microwave,100,hot,2018-01-25,22:00:00,23:00:00,night,13,34,1793.0
Microwave,100,cold,2018-01-25,23:00:00,00:00:00,midnight,15,22,1745.0
Microwave,100,very hot,2018-01-26,00:00:00,01:00:00,midnight,14,29,1846.0
Microwave,100,low hot,2018-01-26,01:00:00,02:00:00,midnight,2,22,1197.0
Microwave,100,low cold,2018-01-26,02:00:00,03:00:00,midnight,2,7,1880.0
Microwave,100,hot,2018-01-26,06:00:00,07:00:00,early morning,12,49,1488.0
Microwave,100,very hot,2018-01-26,08:00:00,09:00:00,morning,2,12,1985.0
Microwave,100,hot,2018-01-26,13:00:00,14:00:00,afternoon,13,32,1836.0
Microwave,100,low cold,2018-01-26,16:00:00,17:00:00,evening,13,50,1900.0
Microwave,100,very hot,2018-01-26,17:00:00,18:00:00,evening,4,18,1985.0
Microwave,100,low hot,2018-01-26,23:00:00,00:00:00,midnight,7,49,1767.0
Microwave,100,very cold,2018-01-27,08:00:00,09:00:00,morning,13,42,1490.0
Microwave,100,low cold,2018-01-27,08:00:00,09:00:00,morning,10,28,1021.0
Microwave,100,very hot,2018-01-27,11:00:00,12:00:00,morning,6,53,1030.0
Microwave,100,hot,2018-01-27,13:00:00,14:00:00,afternoon,4,17,1947.0
Microwave,100,hot,2018-01-27,19:00:00,20:00:00,night,5,50,1179.0
Microwave,100,very hot,2018-01-27,20:00:00,21:00:00,night,8,44,1957.0
Refridgerator,100,low cold,2018-01-14,01:00:00,02:00:00,midnight,10,12,113.0
Refridgerator,100,hot,2018-01-14,01:00:00,02:00:00,midnight,9,21,151.0
Refridgerator,100,cold,2018-01-14,16:00:00,17:00:00,evening,15,9,289.0
Refridgerator,100,very hot,2018-01-14,20:00:00,21:00:00,night,4,10,180.0
Refridgerator,100,hot,2018-01-14,22:00:00,23:00:00,night,9,1,280.0
Refridgerator,100,low cold,2018-01-14,23:00:00,00:00:00,midnight,9,40,153.0
Refridgerator,100,cold,2018-01-15,01:00:00,02:00:00,midnight,7,16,151.0
Refridgerator,100,low hot,2018-01-15,04:00:00,05:00:00,early morning,6,55,272.0
Refridgerator,100,low hot,2018-01-15,10:00:00,11:00:00,morning,4,31,230.0
Refridgerator,100,hot,2018-01-15,11:00:00,12:00:00,morning,7,30,215.0
Refridgerator,100,low hot,2018-01-15,15:00:00,16:00:00,afternoon,3,42,206.0
Refridgerator,100,very hot,2018-01-15,16:00:00,17:00:00,evening,14,12,158.0
Refridgerator,100,hot,2018-01-16,00:00:00,01:00:00,midnight,8,19,140.0
Refridgerator,100,low hot,2018-01-16,07:00:00,08:00:00,morning,8,50,130.0
Refridgerator,100,very hot,2018-01-16,09:00:00,10:00:00,morning,15,28,116.0
Refridgerator,100,hot,2018-01-16,10:00:00,11:00:00,morning,4,57,163.0
Refridgerator,100,very cold,2018-01-16,13:00:00,14:00:00,afternoon,3,31,209.0
Refridgerator,100,low hot,2018-01-16,16:00:00,17:00:00,evening,10,12,113.0
Refridgerator,100,cold,2018-01-16,20:00:00,21:00:00,night,0,0,197.0
Refridgerator,100,hot,2018-01-17,02:00:00,03:00:00,midnight,2,9,151.0
Refridgerator,100,low cold,2018-01-17,05:00:00,06:00:00,early morning,5,53,182.0
Refridgerator,100,very cold,2018-01-17,06:00:00,07:00:00,early morning,4,27,297.0
Refridgerator,100,low hot,2018-01-17,07:00:00,08:00:00,morning,8,50,130.0
Refridgerator,100,cold,2018-01-17,07:00:00,08:00:00,morning,15,43,116.0
Refridgerator,100,very cold,2018-01-17,13:00:00,14:00:00,afternoon,5,35,165.0
Refridgerator,100,very cold,2018-01-18,00:00:00,01:00:00,midnight,3,56,182.0
Refridgerator,100,cold,2018-01-18,00:00:00,01:00:00,midnight,6,29,159.0
Refridgerator,100,cold,2018-01-18,01:00:00,02:00:00,midnight,2,23,124.0
Refridgerator,100,hot,2018-01-18,06:00:00,07:00:00,early morning,2,30,209.0
Refridgerator,100,low cold,2018-01-18,06:00:00,07:00:00,early morning,15,38,134.0
Refridgerator,100,very hot,2018-01-18,09:00:00,10:00:00,morning,1,24,249.0
Refridgerator,100,low hot,2018-01-18,11:00:00,12:00:00,morning,12,36,273.0
Refridgerator,100,very hot,2018-01-18,13:00:00,14:00:00,afternoon,11,4,163.0
Refridgerator,100,very cold,2018-01-18,18:00:00,19:00:00,evening,0,0,143.0
Refridgerator,100,very cold,2018-01-18,19:00:00,20:00:00,night,0,0,203.0
Television,100,low hot,2018-01-09,13:00:00,14:00:00,afternoon,15,54,202.0
Television,100,low hot,2018-01-09,17:00:00,18:00:00,evening,11,44,216.0
Television,100,low cold,2018-01-10,01:00:00,02:00:00,midnight,15,41,248.0
Television,100,hot,2018-01-10,03:00:00,04:00:00,midnight,1,6,233.0
Television,100,very hot,2018-01-10,03:00:00,04:00:00,midnight,11,23,251.0
Television,100,hot,2018-01-10,06:00:00,07:00:00,early morning,13,45,230.0
Television,100,cold,2018-01-10,07:00:00,08:00:00,morning,13,6,229.0
Television,100,very cold,2018-01-10,09:00:00,10:00:00,morning,10,29,246.0
Television,100,cold,2018-01-10,11:00:00,12:00:00,morning,14,58,262.0
Television,100,low cold,2018-01-10,11:00:00,12:00:00,morning,5,55,299.0
Television,100,low cold,2018-01-10,14:00:00,15:00:00,afternoon,7,37,273.0
Television,100,low cold,2018-01-10,14:00:00,15:00:00,afternoon,12,32,294.0
Television,100,cold,2018-01-10,20:00:00,21:00:00,night,0,0,276.0
Television,100,low cold,2018-01-10,21:00:00,22:00:00,night,1,8,299.0
Television,100,very hot,2018-01-11,06:00:00,07:00:00,early morning,3,37,282.0
Television,100,cold,2018-01-11,09:00:00,10:00:00,morning,15,12,236.0
Television,100,hot,2018-01-11,13:00:00,14:00:00,afternoon,5,13,276.0
Television,100,hot,2018-01-11,17:00:00,18:00:00,evening,0,0,234.0
Television,100,low cold,2018-01-12,00:00:00,01:00:00,midnight,7,21,299.0
Television,100,very hot,2018-01-12,01:00:00,02:00:00,midnight,6,15,256.0
Television,100,low cold,2018-01-12,07:00:00,08:00:00,morning,7,41,299.0
Television,100,hot,2018-01-12,09:00:00,10:00:00,morning,0,0,260.0
Television,100,very hot,2018-01-12,10:00:00,11:00:00,morning,0,0,260.0
Television,100,cold,2018-01-12,12:00:00,13:00:00,afternoon,15,15,235.0
Television,100,low cold,2018-01-12,12:00:00,13:00:00,afternoon,6,33,273.0
Television,100,cold,2018-01-12,13:00:00,14:00:00,afternoon,12,12,235.0
Television,100,hot,2018-01-12,15:00:00,16:00:00,afternoon,3,4,235.0
Television,100,low hot,2018-01-12,20:00:00,21:00:00,night,6,41,255.0
Television,100,very cold,2018-01-12,22:00:00,23:00:00,night,0,0,258.0
Television,100,very cold,2018-01-13,04:00:00,05:00:00,early morning,11,58,219.0
Television,100,very hot,2018-01-13,05:00:00,06:00:00,early morning,1,38,236.0
Television,100,very cold,2018-01-13,12:00:00,13:00:00,afternoon,9,36,294.0
Television,100,very cold,2018-01-13,21:00:00,22:00:00,night,0,0,276.0
Television,100,low cold,2018-01-13,22:00:00,23:00:00,night,12,40,250.0
Television,100,hot,2018-01-13,22:00:00,23:00:00,night,15,8,217.0
Television,100,low hot,2018-01-13,23:00:00,00:00:00,midnight,9,55,226.0
Television,100,low cold,2018-01-14,01:00:00,02:00:00,midnight,11,44,255.0
Television,100,low hot,2018-01-14,17:00:00,18:00:00,evening,6,24,222.0
Television,100,low hot,2018-01-14,22:00:00,23:00:00,night,13,8,271.0
AC,101,very cold,2018-01-01,03:00:00,04:00:00,midnight,8,12,1066.0
AC,101,low hot,2018-01-01,05:00:00,06:00:00,early morning,10,12,1852.0
AC,101,low cold,2018-01-01,08:00:00,09:00:00,morning,12,3,1089.0
AC,101,very cold,2018-01-01,13:00:00,14:00:00,afternoon,1,26,1287.0
AC,101,low cold,2018-01-01,14:00:00,15:00:00,afternoon,4,40,1977.0
AC,101,hot,2018-01-01,16:00:00,17:00:00,evening,0,0,1235.0
AC,101,cold,2018-01-01,16:00:00,17:00:00,evening,11,56,1226.0
AC,101,very cold,2018-01-01,18:00:00,19:00:00,evening,3,48,1434.0
AC,101,low hot,2018-01-01,18:00:00,19:00:00,evening,15,36,1123.0
AC,101,very cold,2018-01-01,21:00:00,22:00:00,night,0,0,1502.0
AC,101,hot,2018-01-01,23:00:00,00:00:00,midnight,5,12,1102.0
AC,101,cold,2018-01-01,23:00:00,00:00:00,midnight,13,25,1297.0
AC,101,hot,2018-01-01,23:00:00,00:00:00,midnight,5,48,1909.0
AC,101,low hot,2018-01-02,02:00:00,03:00:00,midnight,8,26,1363.0
AC,101,low cold,2018-01-02,12:00:00,13:00:00,afternoon,9,42,1834.0
AC,101,cold,2018-01-02,15:00:00,16:00:00,afternoon,3,34,1452.0
AC,101,low hot,2018-01-02,16:00:00,17:00:00,evening,14,5,1144.0
AC,101,very cold,2018-01-02,21:00:00,22:00:00,night,5,48,1358.0
AC,101,cold,2018-01-02,22:00:00,23:00:00,night,2,22,1203.0
AC,101,cold,2018-01-02,23:00:00,00:00:00,midnight,0,0,1956.0
AC,101,hot,2018-01-03,00:00:00,01:00:00,midnight,14,4,1147.0
AC,101,very cold,2018-01-03,02:00:00,03:00:00,midnight,3,23,1813.0
AC,101,very cold,2018-01-03,02:00:00,03:00:00,midnight,11,4,1540.0
AC,101,cold,2018-01-03,03:00:00,04:00:00,midnight,7,17,1710.0
AC,101,very cold,2018-01-03,06:00:00,07:00:00,early morning,2,9,1201.0
AC,101,hot,2018-01-03,07:00:00,08:00:00,morning,10,13,1852.0
AC,101,low hot,2018-01-03,11:00:00,12:00:00,morning,10,30,1717.0
AC,101,hot,2018-01-03,11:00:00,12:00:00,morning,6,43,1382.0
AC,101,hot,2018-01-03,12:00:00,13:00:00,afternoon,11,56,1497.0
AC,101,low cold,2018-01-03,13:00:00,14:00:00,afternoon,10,56,1672.0
AC,101,very cold,2018-01-03,14:00:00,15:00:00,afternoon,8,51,1942.0
AC,101,low hot,2018-01-03,14:00:00,15:00:00,afternoon,5,38,1337.0
AC,101,very hot,2018-01-03,14:00:00,15:00:00,afternoon,9,7,1660.0
AC,101,hot,2018-01-03,16:00:00,17:00:00,evening,0,0,1235.0
AC,101,very cold,2018-01-03,16:00:00,17:00:00,evening,6,42,1230.0
AC,101,hot,2018-01-03,18:00:00,19:00:00,evening,12,58,1226.0
AC,101,cold,2018-01-04,03:00:00,04:00:00,midnight,6,23,1710.0
AC,101,cold,2018-01-04,04:00:00,05:00:00,early morning,2,25,1203.0
AC,101,hot,2018-01-04,06:00:00,07:00:00,early morning,15,33,1549.0
AC,101,very hot,2018-01-04,08:00:00,09:00:00,morning,3,43,1444.0
AC,101,low cold,2018-01-04,09:00:00,10:00:00,morning,0,0,1185.0
AC,101,very cold,2018-01-04,14:00:00,15:00:00,afternoon,12,6,1422.0
AC,101,very hot,2018-01-04,23:00:00,00:00:00,midnight,4,21,1767.0
AC,101,cold,2018-01-05,00:00:00,01:00:00,midnight,1,25,1203.0
AC,101,cold,2018-01-05,11:00:00,12:00:00,morning,8,48,1030.0
AC,101,very cold,2018-01-05,23:00:00,00:00:00,midnight,9,45,1507.0
Computer,101,cold,2018-01-27,04:00:00,05:00:00,early morning,5,38,371.0
Computer,101,hot,2018-01-27,10:00:00,11:00:00,morning,7,8,343.0
Computer,101,cold,2018-01-27,15:00:00,16:00:00,afternoon,6,34,349.0
Computer,101,very hot,2018-01-27,18:00:00,19:00:00,evening,1,8,349.0
Computer,101,very cold,2018-01-28,05:00:00,06:00:00,early morning,10,23,474.0
Computer,101,very cold,2018-01-28,06:00:00,07:00:00,early morning,1,5,441.0
Computer,101,very cold,2018-01-28,08:00:00,09:00:00,morning,2,39,336.0
Computer,101,low cold,2018-01-28,11:00:00,12:00:00,morning,5,32,357.0
Computer,101,hot,2018-01-28,12:00:00,13:00:00,afternoon,9,52,348.0
Computer,101,cold,2018-01-29,00:00:00,01:00:00,midnight,6,50,320.0
Computer,101,cold,2018-01-29,01:00:00,02:00:00,midnight,12,31,406.0
Computer,101,hot,2018-01-29,03:00:00,04:00:00,midnight,9,9,410.0
Computer,101,hot,2018-01-29,06:00:00,07:00:00,early morning,11,12,335.0
Computer,101,very cold,2018-01-29,07:00:00,08:00:00,morning,14,36,470.0
Computer,101,cold,2018-01-29,07:00:00,08:00:00,morning,2,34,495.0
Computer,101,cold,2018-01-29,11:00:00,12:00:00,morning,10,6,346.0
Computer,101,hot,2018-01-29,12:00:00,13:00:00,afternoon,7,1,422.0
Computer,101,low cold,2018-01-29,13:00:00,14:00:00,afternoon,9,20,395.0
Computer,101,low cold,2018-01-29,19:00:00,20:00:00,night,5,34,411.0
Computer,101,low cold,2018-01-29,20:00:00,21:00:00,night,1,22,345.0
Computer,101,low hot,2018-01-29,20:00:00,21:00:00,night,10,36,425.0
Computer,101,low hot,2018-01-30,00:00:00,01:00:00,midnight,5,51,313.0
Computer,101,low hot,2018-01-30,01:00:00,02:00:00,midnight,13,19,314.0
Computer,101,low hot,2018-01-30,02:00:00,03:00:00,midnight,13,45,314.0
Computer,101,low hot,2018-01-30,03:00:00,04:00:00,midnight,1,22,318.0
Computer,101,very hot,2018-01-30,04:00:00,05:00:00,early morning,10,1,431.0
Computer,101,low cold,2018-01-30,05:00:00,06:00:00,early morning,7,32,463.0
Computer,101,low hot,2018-01-30,05:00:00,06:00:00,early morning,2,37,405.0
Computer,101,very hot,2018-01-30,10:00:00,11:00:00,morning,3,35,405.0
Computer,101,hot,2018-01-30,11:00:00,12:00:00,morning,15,44,310.0
Computer,101,low cold,2018-01-30,11:00:00,12:00:00,morning,0,0,328.0
Computer,101,very cold,2018-01-30,23:00:00,00:00:00,midnight,8,14,426.0
Computer,101,cold,2018-01-31,10:00:00,11:00:00,morning,1,46,319.0
Computer,101,hot,2018-01-31,11:00:00,12:00:00,morning,13,15,310.0
Computer,101,low hot,2018-01-31,13:00:00,14:00:00,afternoon,6,49,350.0
Computer,101,low hot,2018-01-31,14:00:00,15:00:00,afternoon,12,56,490.0
Computer,101,low cold,2018-01-31,14:00:00,15:00:00,afternoon,11,45,331.0
Computer,101,very cold,2018-01-31,16:00:00,17:00:00,evening,2,48,310.0
Computer,101,hot,2018-01-31,17:00:00,18:00:00,evening,7,50,350.0
Computer,101,low cold,2018-01-31,19:00:00,20:00:00,night,5,35,365.0
Heater,101,hot,2018-01-18,15:00:00,16:00:00,afternoon,12,42,2632.0
Heater,101,low hot,2018-01-19,05:00:00,06:00:00,early morning,9,15,2743.0
