device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,message,action,savings
Heater,100,hot,2018-01-19,13:00:00,14:00:00,afternoon,5,31,2196.0,"Moving 5 people from room 100 to room 115 saves 2196.0 of electricity, power consumption will reduce from 16067.0 to 13871.0",Turn off Heater in room 100,2196.0
Heater,100,cold,2018-01-19,13:00:00,14:00:00,afternoon,4,29,2758.0,"Moving 5 people from room 100 to room 115 saves 2196.0 of electricity, power consumption will reduce from 16067.0 to 13871.0",Turn off Heater in room 100,2196.0
Heater,100,cold,2018-01-19,15:00:00,16:00:00,afternoon,9,23,2812.0,"Moving 5 people from room 101 to room 119 saves 1995.0 of electricity, power consumption will reduce from 16570.0 to 14575.0",Turn off Heater in room 101,1995.0
Heater,100,very cold,2018-01-19,16:00:00,17:00:00,evening,8,33,1677.0,"Moving 12 people from room 101 to room 114 saves 2730.0 of electricity, power consumption will reduce from 15731.0 to 13001.0",Turn off Heater in room 101,2730.0
Heater,100,cold,2018-01-19,17:00:00,18:00:00,evening,1,44,1881.0,"Moving 15 people from room 117 to room 110 saves 2084.0 of electricity, power consumption will reduce from 13768.0 to 11684.0",Turn off Heater in room 117,2084.0
Heater,100,cold,2018-01-19,19:00:00,20:00:00,night,11,28,2758.0,"Moving 13 people from room 110 to room 102 saves 2211.0 of electricity, power consumption will reduce from 16127.0 to 13916.0",Turn off Heater in room 110,2211.0
Heater,100,low hot,2018-01-19,20:00:00,21:00:00,night,8,10,1629.0,"Moving 2 people from room 103 to room 106 saves 1946.0 of electricity, power consumption will reduce from 12397.0 to 10451.0",Turn off Heater in room 103,1946.0
Heater,100,low hot,2018-01-19,21:00:00,22:00:00,night,8,20,2944.0,"Moving 2 people from room 115 to room 102 saves 1615.0 of electricity, power consumption will reduce from 15333.0 to 13718.0",Turn off Heater in room 115,1615.0
Heater,100,very hot,2018-01-19,22:00:00,23:00:00,night,3,50,2530.0,"Moving 3 people from room 100 to room 104 saves 2530.0 of electricity, power consumption will reduce from 17040.0 to 14510.0",Turn off Heater in room 100,2530.0
Heater,100,very hot,2018-01-20,00:00:00,01:00:00,midnight,15,1,2985.0,None,Turn off Heater in room 118,2823.0
Heater,100,very cold,2018-01-20,01:00:00,02:00:00,midnight,7,29,2544.0,"Moving 6 people from room 112 to room 104 saves 1631.0 of electricity, power consumption will reduce from 14307.0 to 12676.0",Turn off Heater in room 112,1631.0
Heater,100,very hot,2018-01-20,05:00:00,06:00:00,early morning,13,7,2936.0,"Moving 13 people from room 100 to room 101 saves 2936.0 of electricity, power consumption will reduce from 16827.0 to 13891.0",Turn off Heater in room 100,2936.0
Heater,100,very cold,2018-01-20,07:00:00,08:00:00,morning,15,4,2329.0,"Moving 5 people from room 104 to room 105 saves 2022.0 of electricity, power consumption will reduce from 15893.0 to 13871.0",Turn off Heater in room 104,2022.0
Heater,100,cold,2018-01-20,08:00:00,09:00:00,morning,13,26,2434.0,"Moving 8 people from room 107 to room 106 saves 1702.0 of electricity, power consumption will reduce from 15770.0 to 14068.0",Turn off Heater in room 107,1702.0
Heater,100,very cold,2018-01-20,10:00:00,11:00:00,morning,1,9,1542.0,"Moving 1 people from room 111 to room 105 saves 1683.0 of electricity, power consumption will reduce from 14158.0 to 12475.0",Turn off Heater in room 111,1683.0
Heater,100,very cold,2018-01-20,15:00:00,16:00:00,afternoon,1,18,1888.0,"Moving 15 people from room 119 to room 118 saves 1816.0 of electricity, power consumption will reduce from 14911.0 to 13095.0",Turn off Heater in room 119,1816.0
Heater,100,low cold,2018-01-20,16:00:00,17:00:00,evening,15,54,2290.0,"Moving 14 people from room 114 to room 103 saves 2883.0 of electricity, power consumption will reduce from 15566.0 to 12683.0",Turn off Heater in room 114,2883.0
Heater,100,very cold,2018-01-20,18:00:00,19:00:00,evening,4,9,2453.0,"Moving 4 people from room 115 to room 104 saves 1824.0 of electricity, power consumption will reduce from 16304.0 to 14480.0",Turn off Heater in room 115,1824.0
Heater,100,low hot,2018-01-21,01:00:00,02:00:00,midnight,1,43,2019.0,"Moving 7 people from room 119 to room 113 saves 2008.0 of electricity, power consumption will reduce from 16756.0 to 14748.0",Turn off Heater in room 119,2008.0
Heater,100,low hot,2018-01-21,03:00:00,04:00:00,midnight,2,3,1548.0,"Moving 2 people from room 117 to room 100 saves 2487.0 of electricity, power consumption will reduce from 15741.0 to 13254.0",Turn off Heater in room 117,2487.0
Heater,100,cold,2018-01-21,03:00:00,04:00:00,midnight,11,29,2410.0,"Moving 2 people from room 117 to room 100 saves 2487.0 of electricity, power consumption will reduce from 15741.0 to 13254.0",Turn off Heater in room 117,2487.0
Heater,100,cold,2018-01-21,14:00:00,15:00:00,afternoon,8,37,2231.0,"Moving 4 people from room 118 to room 104 saves 2668.0 of electricity, power consumption will reduce from 14769.0 to 12101.0",Turn off Heater in room 118,2668.0
Heater,100,cold,2018-01-21,15:00:00,16:00:00,afternoon,10,19,2812.0,"Moving 2 people from room 112 to room 101 saves 1548.0 of electricity, power consumption will reduce from 17927.0 to 16379.0",Turn off Heater in room 112,1548.0
Heater,100,very hot,2018-01-21,16:00:00,17:00:00,evening,9,49,2372.0,None,Turn off Heater in room 108,2623.0
Heater,100,low cold,2018-01-21,16:00:00,17:00:00,evening,6,58,2372.0,None,Turn off Heater in room 108,2623.0
Heater,100,low hot,2018-01-21,17:00:00,18:00:00,evening,13,26,1508.0,"Moving 2 people from room 105 to room 101 saves 2126.0 of electricity, power consumption will reduce from 15611.0 to 13485.0",Turn off Heater in room 105,2126.0
Heater,100,hot,2018-01-21,19:00:00,20:00:00,night,0,0,1688.0,"Moving 2 people from room 117 to room 100 saves 2487.0 of electricity, power consumption will reduce from 13405.0 to 10918.0",Turn off Heater in room 117,2487.0
Heater,100,low cold,2018-01-22,02:00:00,03:00:00,midnight,0,0,1612.0,None,Turn off Heater in room 101,1664.0
Heater,100,low hot,2018-01-22,04:00:00,05:00:00,early morning,4,16,1811.0,"Moving 1 people from room 102 to room 115 saves 2683.0 of electricity, power consumption will reduce from 17933.0 to 15250.0",Turn off Heater in room 102,2683.0
Heater,100,low cold,2018-01-22,05:00:00,06:00:00,early morning,6,8,2498.0,"Moving 6 people from room 109 to room 100 saves 2485.0 of electricity, power consumption will reduce from 14807.0 to 12322.0",Turn off Heater in room 109,2485.0
Heater,100,cold,2018-01-22,05:00:00,06:00:00,early morning,1,31,2717.0,"Moving 6 people from room 109 to room 100 saves 2485.0 of electricity, power consumption will reduce from 14807.0 to 12322.0",Turn off Heater in room 109,2485.0
Heater,100,low cold,2018-01-22,05:00:00,06:00:00,early morning,2,1,1548.0,"Moving 6 people from room 109 to room 100 saves 2485.0 of electricity, power consumption will reduce from 14807.0 to 12322.0",Turn off Heater in room 109,2485.0
Heater,100,very hot,2018-01-22,08:00:00,09:00:00,morning,11,8,2434.0,"Moving 11 people from room 100 to room 107 saves 2434.0 of electricity, power consumption will reduce from 16476.0 to 14042.0",Turn off Heater in room 100,2434.0
Heater,100,cold,2018-01-22,09:00:00,10:00:00,morning,13,7,2966.0,"Moving 5 people from room 103 to room 105 saves 2757.0 of electricity, power consumption will reduce from 17206.0 to 14449.0",Turn off Heater in room 103,2757.0
Heater,100,low cold,2018-01-22,15:00:00,16:00:00,afternoon,2,49,2050.0,"Moving 11 people from room 105 to room 100 saves 2812.0 of electricity, power consumption will reduce from 15988.0 to 13176.0",Turn off Heater in room 105,2812.0
Heater,100,hot,2018-01-22,15:00:00,16:00:00,afternoon,3,28,2617.0,"Moving 11 people from room 105 to room 100 saves 2812.0 of electricity, power consumption will reduce from 15988.0 to 13176.0",Turn off Heater in room 105,2812.0
Heater,100,cold,2018-01-22,16:00:00,17:00:00,evening,8,39,2850.0,"Moving 1 people from room 115 to room 117 saves 1688.0 of electricity, power consumption will reduce from 17168.0 to 15480.0",Turn off Heater in room 115,1688.0
Heater,100,cold,2018-01-22,19:00:00,20:00:00,night,0,0,1763.0,None,Turn off Heater in room 111,1715.0
Heater,100,very cold,2018-01-22,19:00:00,20:00:00,night,3,40,2090.0,None,Turn off Heater in room 111,1715.0
Heater,100,very hot,2018-01-22,21:00:00,22:00:00,night,1,13,1811.0,"Moving 1 people from room 100 to room 101 saves 1811.0 of electricity, power consumption will reduce from 14898.0 to 13087.0",Turn off Heater in room 100,1811.0
Heater,100,low hot,2018-01-23,04:00:00,05:00:00,early morning,2,38,1588.0,"Moving 2 people from room 108 to room 111 saves 1921.0 of electricity, power consumption will reduce from 11069.0 to 9148.0",Turn off Microwave in room 108,1921.0
Heater,100,very cold,2018-01-23,14:00:00,15:00:00,afternoon,7,9,1777.0,"Moving 10 people from room 112 to room 105 saves 1520.0 of electricity, power consumption will reduce from 11657.0 to 10137.0",Turn off Microwave in room 112,1520.0
Lights,100,very hot,2018-01-05,01:00:00,02:00:00,midnight,11,35,1078.0,"Moving 1 people from room 102 to room 107 saves 1046.0 of electricity, power consumption will reduce from 10226.0 to 9180.0",Turn off AC in room 102,1046.0
Lights,100,very hot,2018-01-05,03:00:00,04:00:00,midnight,15,35,1485.0,"Moving 13 people from room 117 to room 108 saves 1927.0 of electricity, power consumption will reduce from 11259.0 to 9332.0",Turn off AC in room 117,1927.0
Lights,100,low cold,2018-01-05,05:00:00,06:00:00,early morning,4,11,1985.0,None,Turn off AC in room 105,1962.0
Lights,100,very hot,2018-01-05,06:00:00,07:00:00,early morning,2,39,1183.0,None,Turn off AC in room 113,1798.0
Lights,100,low hot,2018-01-05,17:00:00,18:00:00,evening,11,8,1533.0,"Moving 5 people from room 102 to room 112 saves 1021.0 of electricity, power consumption will reduce from 10170.0 to 9149.0",Turn off AC in room 102,1021.0
Lights,100,very cold,2018-01-05,17:00:00,18:00:00,evening,7,23,1425.0,"Moving 5 people from room 102 to room 112 saves 1021.0 of electricity, power consumption will reduce from 10170.0 to 9149.0",Turn off AC in room 102,1021.0
Lights,100,very hot,2018-01-05,20:00:00,21:00:00,night,11,35,1923.0,"Moving 2 people from room 107 to room 115 saves 1082.0 of electricity, power consumption will reduce from 10711.0 to 9629.0",Turn off AC in room 107,1082.0
Lights,100,low hot,2018-01-06,06:00:00,07:00:00,early morning,4,38,1771.0,"Moving 6 people from room 109 to room 118 saves 1789.0 of electricity, power consumption will reduce from 11096.0 to 9307.0",Turn off Lights in room 109,1789.0
Lights,100,very cold,2018-01-06,10:00:00,11:00:00,morning,10,7,1461.0,"Moving 8 people from room 108 to room 115 saves 1651.0 of electricity, power consumption will reduce from 10667.0 to 9016.0",Turn off Lights in room 108,1651.0
Lights,100,low hot,2018-01-06,13:00:00,14:00:00,afternoon,0,0,1155.0,"Moving 6 people from room 118 to room 119 saves 1467.0 of electricity, power consumption will reduce from 10914.0 to 9447.0",Turn off Lights in room 118,1467.0
Lights,100,very hot,2018-01-06,14:00:00,15:00:00,afternoon,1,53,1220.0,"Moving 2 people from room 115 to room 112 saves 1670.0 of electricity, power consumption will reduce from 10465.0 to 8795.0",Turn off Lights in room 115,1670.0
Lights,100,cold,2018-01-06,16:00:00,17:00:00,evening,8,36,1230.0,"Moving 8 people from room 100 to room 112 saves 1230.0 of electricity, power consumption will reduce from 11385.0 to 10155.0",Turn off Lights in room 100,1230.0
Lights,100,cold,2018-01-06,17:00:00,18:00:00,evening,7,42,1313.0,"Moving 7 people from room 100 to room 107 saves 1313.0 of electricity, power consumption will reduce from 9150.0 to 7837.0",Turn off Lights in room 100,1313.0
Lights,100,hot,2018-01-06,17:00:00,18:00:00,evening,4,38,1194.0,"Moving 7 people from room 100 to room 107 saves 1313.0 of electricity, power consumption will reduce from 9150.0 to 7837.0",Turn off Lights in room 100,1313.0
Lights,100,cold,2018-01-06,19:00:00,20:00:00,night,15,40,1856.0,"Moving 15 people from room 100 to room 113 saves 1856.0 of electricity, power consumption will reduce from 11064.0 to 9208.0",Turn off Lights in room 100,1856.0
Lights,100,low hot,2018-01-06,19:00:00,20:00:00,night,3,2,1242.0,"Moving 15 people from room 100 to room 113 saves 1856.0 of electricity, power consumption will reduce from 11064.0 to 9208.0",Turn off Lights in room 100,1856.0
Lights,100,cold,2018-01-06,22:00:00,23:00:00,night,9,57,1635.0,"Moving 9 people from room 100 to room 119 saves 1635.0 of electricity, power consumption will reduce from 11137.0 to 9502.0",Turn off Lights in room 100,1635.0
Lights,100,very hot,2018-01-06,23:00:00,00:00:00,midnight,5,21,1617.0,"Moving 5 people from room 111 to room 114 saves 1467.0 of electricity, power consumption will reduce from 11530.0 to 10063.0",Turn off Lights in room 111,1467.0
Lights,100,hot,2018-01-07,01:00:00,02:00:00,midnight,7,54,1128.0,"Moving 14 people from room 101 to room 107 saves 1074.0 of electricity, power consumption will reduce from 10683.0 to 9609.0",Turn off Lights in room 101,1074.0
Lights,100,very cold,2018-01-07,02:00:00,03:00:00,midnight,0,0,1880.0,None,Turn off Lights in room 117,1413.0
Lights,100,very hot,2018-01-07,05:00:00,06:00:00,early morning,2,19,1985.0,None,Turn off Lights in room 100,1880.0
Lights,100,low cold,2018-01-07,05:00:00,06:00:00,early morning,0,0,1880.0,None,Turn off Lights in room 100,1880.0
Lights,100,hot,2018-01-07,09:00:00,10:00:00,morning,0,0,1839.0,None,Turn off Lights in room 118,1248.0
Lights,100,cold,2018-01-07,09:00:00,10:00:00,morning,14,16,1574.0,None,Turn off Lights in room 118,1248.0
