device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,message,action,savings
Computer,100,low hot,2018-01-29,15:00:00,16:00:00,afternoon,15,57,430.15234375,"Moving 11 people from room 114 to room 103 saves 412.90625 of electricity, power consumption will reduce from 2820.375 to 2407.46875",Turn off Computer in room 114,412.90625
Computer,100,low hot,2018-01-29,15:00:00,16:00:00,afternoon,14,20,421.48828125,"Moving 11 people from room 114 to room 103 saves 412.90625 of electricity, power consumption will reduce from 2820.375 to 2407.46875",Turn off Computer in room 114,412.90625
Computer,100,low hot,2018-01-29,17:00:00,18:00:00,evening,9,6,394.11328125,"Moving 8 people from room 110 to room 119 saves 357.2109375 of electricity, power consumption will reduce from 2595.9921875 to 2238.78125",Turn off Computer in room 110,357.2109375
Computer,100,cold,2018-01-29,20:00:00,21:00:00,night,12,33,386.18359375,"Moving 1 people from room 114 to room 118 saves 392.87890625 of electricity, power consumption will reduce from 2682.328125 to 2289.44921875",Turn off Computer in room 114,392.87890625
Computer,100,hot,2018-01-29,23:00:00,00:00:00,midnight,12,6,424.3671875,"Moving 8 people from room 104 to room 100 saves 390.69921875 of electricity, power consumption will reduce from 2819.72265625 to 2429.0234375",Turn off Computer in room 104,390.69921875
Computer,100,very hot,2018-01-30,01:00:00,02:00:00,midnight,10,9,411.55859375,"Moving 3 people from room 106 to room 116 saves 391.46484375 of electricity, power consumption will reduce from 2696.15234375 to 2304.6875",Turn off Computer in room 106,391.46484375
Computer,100,very cold,2018-01-30,05:00:00,06:00:00,early morning,4,13,407.33203125,"Moving 4 people from room 107 to room 105 saves 446.23828125 of electricity, power consumption will reduce from 2862.85546875 to 2416.6171875",Turn off Computer in room 107,446.23828125
Computer,100,hot,2018-01-30,06:00:00,07:00:00,early morning,1,15,408.203125,"Moving 12 people from room 119 to room 119 saves 413.5546875 of electricity, power consumption will reduce from 2783.70703125 to 2370.15234375",Turn off Computer in room 119,413.5546875
Computer,100,hot,2018-01-30,10:00:00,11:00:00,morning,11,9,395.625,"Moving 5 people from room 119 to room 100 saves 384.890625 of electricity, power consumption will reduce from 2716.4921875 to 2331.6015625",Turn off Computer in room 119,384.890625
Computer,100,low cold,2018-01-30,15:00:00,16:00:00,afternoon,6,40,433.8671875,"Moving 2 people from room 101 to room 119 saves 428.1953125 of electricity, power consumption will reduce from 2841.40234375 to 2413.20703125",Turn off Computer in room 101,428.1953125
Computer,100,cold,2018-01-30,18:00:00,19:00:00,evening,9,13,429.4296875,"Moving 2 people from room 100 to room 112 saves 443.984375 of electricity, power consumption will reduce from 2965.98046875 to 2521.99609375",Turn off Computer in room 100,443.984375
Computer,100,hot,2018-01-30,18:00:00,19:00:00,evening,2,24,443.984375,"Moving 2 people from room 100 to room 112 saves 443.984375 of electricity, power consumption will reduce from 2965.98046875 to 2521.99609375",Turn off Computer in room 100,443.984375
Computer,100,very cold,2018-01-31,00:00:00,01:00:00,midnight,12,40,410.69140625,"Moving 15 people from room 118 to room 114 saves 416.890625 of electricity, power consumption will reduce from 2770.1953125 to 2353.3046875",Turn off Computer in room 118,416.890625
Computer,100,very cold,2018-01-31,05:00:00,06:00:00,early morning,9,9,390.5390625,"Moving 7 people from room 113 to room 102 saves 386.60546875 of electricity, power consumption will reduce from 2655.8125 to 2269.20703125",Turn off Computer in room 113,386.60546875
Computer,100,low hot,2018-01-31,06:00:00,07:00:00,early morning,4,29,410.96484375,"Moving 6 people from room 118 to room 100 saves 376.87109375 of electricity, power consumption will reduce from 2590.28125 to 2213.41015625",Turn off Computer in room 118,376.87109375
Computer,100,hot,2018-01-31,08:00:00,09:00:00,morning,9,22,423.44140625,"Moving 10 people from room 110 to room 100 saves 397.37109375 of electricity, power consumption will reduce from 2827.3359375 to 2429.96484375",Turn off Computer in room 110,397.37109375
Computer,100,very hot,2018-01-31,10:00:00,11:00:00,morning,14,38,401.1875,"Moving 14 people from room 100 to room 101 saves 401.1875 of electricity, power consumption will reduce from 2602.40234375 to 2201.21484375",Turn off Computer in room 100,401.1875
Computer,100,low cold,2018-01-31,12:00:00,13:00:00,afternoon,1,24,440.0234375,"Moving 6 people from room 115 to room 100 saves 414.6953125 of electricity, power consumption will reduce from 2904.50390625 to 2489.80859375",Turn off Computer in room 115,414.6953125
Computer,100,very cold,2018-01-31,12:00:00,13:00:00,afternoon,13,27,415.51171875,"Moving 6 people from room 115 to room 100 saves 414.6953125 of electricity, power consumption will reduce from 2904.50390625 to 2489.80859375",Turn off Computer in room 115,414.6953125
Computer,100,low cold,2018-01-31,15:00:00,16:00:00,afternoon,9,9,410.890625,"Moving 2 people from room 111 to room 118 saves 383.41015625 of electricity, power consumption will reduce from 2718.18359375 to 2334.7734375",Turn off Computer in room 111,383.41015625
Computer,100,low cold,2018-01-31,16:00:00,17:00:00,evening,11,7,391.8671875,"Moving 3 people from room 108 to room 119 saves 368.94921875 of electricity, power consumption will reduce from 2568.125 to 2199.17578125",Turn off Computer in room 108,368.94921875
Computer,100,hot,2018-01-31,18:00:00,19:00:00,evening,14,57,435.2265625,"Moving 10 people from room 116 to room 113 saves 396.015625 of electricity, power consumption will reduce from 2840.53515625 to 2444.51953125",Turn off Computer in room 116,396.015625
Heater,100,very hot,2018-01-18,23:00:00,00:00:00,midnight,6,19,2420.7109375,"Moving 2 people from room 102 to room 102 saves 200.96484375 of electricity, power consumption will reduce from 5924.86328125 to 5723.8984375",Turn off Refridgerator in room 102,200.96484375
Heater,100,low cold,2018-01-19,07:00:00,08:00:00,morning,6,13,2250.1171875,"Moving 14 people from room 117 to room 100 saves 2230.4765625 of electricity, power consumption will reduce from 15576.5546875 to 13346.078125",Turn off Heater in room 117,2230.4765625
Heater,100,low cold,2018-01-19,07:00:00,08:00:00,morning,1,43,2257.75390625,"Moving 14 people from room 117 to room 100 saves 2230.4765625 of electricity, power consumption will reduce from 15576.5546875 to 13346.078125",Turn off Heater in room 117,2230.4765625
Heater,100,low cold,2018-01-19,11:00:00,12:00:00,morning,4,22,2235.09375,"Moving 1 people from room 111 to room 118 saves 2222.22265625 of electricity, power consumption will reduce from 15481.91796875 to 13259.6953125",Turn off Heater in room 111,2222.22265625
Heater,100,very cold,2018-01-20,01:00:00,02:00:00,midnight,6,55,2252.2578125,"Moving 6 people from room 109 to room 113 saves 2259.62890625 of electricity, power consumption will reduce from 15664.421875 to 13404.79296875",Turn off Heater in room 109,2259.62890625
Heater,100,very hot,2018-01-20,02:00:00,03:00:00,midnight,1,34,2310.37890625,None,Turn off Heater in room 110,2266.87890625
Heater,100,cold,2018-01-20,03:00:00,04:00:00,midnight,5,30,2266.1171875,"Moving 8 people from room 108 to room 118 saves 2278.6171875 of electricity, power consumption will reduce from 15831.96484375 to 13553.34765625",Turn off Heater in room 108,2278.6171875
Heater,100,hot,2018-01-20,06:00:00,07:00:00,early morning,1,9,2262.1953125,"Moving 3 people from room 114 to room 100 saves 2263.18359375 of electricity, power consumption will reduce from 15728.72265625 to 13465.5390625",Turn off Heater in room 114,2263.18359375
Heater,100,hot,2018-01-20,10:00:00,11:00:00,morning,1,3,2250.66796875,"Moving 1 people from room 105 to room 116 saves 2236.1328125 of electricity, power consumption will reduce from 15674.3359375 to 13438.203125",Turn off Heater in room 105,2236.1328125
Heater,100,very cold,2018-01-20,10:00:00,11:00:00,morning,13,27,2243.37890625,"Moving 1 people from room 105 to room 116 saves 2236.1328125 of electricity, power consumption will reduce from 15674.3359375 to 13438.203125",Turn off Heater in room 105,2236.1328125
Heater,100,low cold,2018-01-20,11:00:00,12:00:00,morning,14,32,2279.47265625,"Moving 7 people from room 104 to room 109 saves 2237.5390625 of electricity, power consumption will reduce from 15748.7265625 to 13511.1875",Turn off Heater in room 104,2237.5390625
Heater,100,cold,2018-01-20,11:00:00,12:00:00,morning,6,23,2254.7265625,"Moving 7 people from room 104 to room 109 saves 2237.5390625 of electricity, power consumption will reduce from 15748.7265625 to 13511.1875",Turn off Heater in room 104,2237.5390625
Heater,100,hot,2018-01-20,13:00:00,14:00:00,afternoon,13,32,2299.18359375,"Moving 2 people from room 105 to room 106 saves 2271.01171875 of electricity, power consumption will reduce from 15868.75390625 to 13597.7421875",Turn off Heater in room 105,2271.01171875
Heater,100,low cold,2018-01-20,16:00:00,17:00:00,evening,3,18,2266.04296875,None,Turn off Heater in room 113,2233.04296875
Heater,100,cold,2018-01-20,20:00:00,21:00:00,night,4,13,2247.3359375,"Moving 4 people from room 117 to room 100 saves 2240.75 of electricity, power consumption will reduce from 15653.5234375 to 13412.7734375",Turn off Heater in room 117,2240.75
Heater,100,hot,2018-01-20,20:00:00,21:00:00,night,4,1,2255.703125,"Moving 4 people from room 117 to room 100 saves 2240.75 of electricity, power consumption will reduce from 15653.5234375 to 13412.7734375",Turn off Heater in room 117,2240.75
Heater,100,very cold,2018-01-20,21:00:00,22:00:00,night,10,57,2296.140625,"Moving 6 people from room 103 to room 107 saves 2261.0078125 of electricity, power consumption will reduce from 15966.03515625 to 13705.02734375",Turn off Heater in room 103,2261.0078125
Heater,100,low cold,2018-01-20,22:00:00,23:00:00,night,14,40,2310.91015625,"Moving 6 people from room 103 to room 117 saves 2278.40625 of electricity, power consumption will reduce from 15988.58203125 to 13710.17578125",Turn off Heater in room 103,2278.40625
Heater,100,low hot,2018-01-21,02:00:00,03:00:00,midnight,5,12,2242.015625,"Moving 5 people from room 100 to room 110 saves 2242.015625 of electricity, power consumption will reduce from 15514.26171875 to 13272.24609375",Turn off Heater in room 100,2242.015625
Heater,100,cold,2018-01-21,04:00:00,05:00:00,early morning,0,0,2219.7578125,"Moving 2 people from room 113 to room 105 saves 2222.4765625 of electricity, power consumption will reduce from 15543.96875 to 13321.4921875",Turn off Heater in room 113,2222.4765625
Heater,100,hot,2018-01-21,10:00:00,11:00:00,morning,1,14,2189.79296875,None,Turn off Heater in room 114,2188.2578125
Heater,100,cold,2018-01-21,13:00:00,14:00:00,afternoon,1,51,2230.26171875,"Moving 7 people from room 119 to room 115 saves 2236.9140625 of electricity, power consumption will reduce from 15542.52734375 to 13305.61328125",Turn off Heater in room 119,2236.9140625
Heater,100,low hot,2018-01-21,14:00:00,15:00:00,afternoon,11,46,2213.83984375,"Moving 1 people from room 105 to room 103 saves 2173.43359375 of electricity, power consumption will reduce from 15194.3046875 to 13020.87109375",Turn off Heater in room 105,2173.43359375
Heater,100,low cold,2018-01-21,15:00:00,16:00:00,afternoon,15,21,2220.35546875,"Moving 12 people from room 106 to room 114 saves 2178.35546875 of electricity, power consumption will reduce from 15373.1640625 to 13194.80859375",Turn off Heater in room 106,2178.35546875
Heater,100,low cold,2018-01-21,17:00:00,18:00:00,evening,0,0,2192.375,"Moving 1 people from room 117 to room 116 saves 2177.30859375 of electricity, power consumption will reduce from 15183.41015625 to 13006.1015625",Turn off Heater in room 117,2177.30859375
Heater,100,low cold,2018-01-21,18:00:00,19:00:00,evening,8,54,2254.6328125,"Moving 7 people from room 101 to room 103 saves 2249.82421875 of electricity, power consumption will reduce from 15618.84765625 to 13369.0234375",Turn off Heater in room 101,2249.82421875
Heater,100,very cold,2018-01-21,20:00:00,21:00:00,night,0,0,2180.6875,"Moving 8 people from room 110 to room 114 saves 2176.73828125 of electricity, power consumption will reduce from 15275.60546875 to 13098.8671875",Turn off Heater in room 110,2176.73828125
Heater,100,cold,2018-01-21,20:00:00,21:00:00,night,9,22,2185.4609375,"Moving 8 people from room 110 to room 114 saves 2176.73828125 of electricity, power consumption will reduce from 15275.60546875 to 13098.8671875",Turn off Heater in room 110,2176.73828125
Heater,100,very cold,2018-01-21,22:00:00,23:00:00,night,0,0,2215.46875,"Moving 6 people from room 102 to room 114 saves 2195.58203125 of electricity, power consumption will reduce from 15567.72265625 to 13372.140625",Turn off Heater in room 102,2195.58203125
Heater,100,low cold,2018-01-22,02:00:00,03:00:00,midnight,14,31,2253.43359375,None,Turn off Heater in room 104,2204.89453125
Heater,100,very hot,2018-01-22,03:00:00,04:00:00,midnight,8,16,2235.2265625,"Moving 8 people from room 100 to room 110 saves 2235.2265625 of electricity, power consumption will reduce from 15490.31640625 to 13255.08984375",Turn off Heater in room 100,2235.2265625
Heater,100,very hot,2018-01-22,05:00:00,06:00:00,early morning,15,15,2235.30859375,"Moving 2 people from room 103 to room 106 saves 2199.83203125 of electricity, power consumption will reduce from 15450.41015625 to 13250.578125",Turn off Heater in room 103,2199.83203125
Heater,100,very hot,2018-01-22,06:00:00,07:00:00,early morning,0,0,2221.69921875,None,Turn off Heater in room 100,2221.69921875
Heater,100,very cold,2018-01-22,06:00:00,07:00:00,early morning,15,40,2203.56640625,None,Turn off Heater in room 100,2221.69921875
Heater,100,low hot,2018-01-22,07:00:00,08:00:00,morning,13,10,2241.78125,"Moving 5 people from room 107 to room 112 saves 2240.1796875 of electricity, power consumption will reduce from 15560.875 to 13320.6953125",Turn off Heater in room 107,2240.1796875
Heater,100,cold,2018-01-22,09:00:00,10:00:00,morning,15,28,2236.25,"Moving 7 people from room 109 to room 108 saves 2241.58203125 of electricity, power consumption will reduce from 15654.09765625 to 13412.515625",Turn off Heater in room 109,2241.58203125
Heater,100,hot,2018-01-22,10:00:00,11:00:00,morning,3,57,2210.46875,"Moving 2 people from room 116 to room 116 saves 2176.87109375 of electricity, power consumption will reduce from 15268.328125 to 13091.45703125",Turn off Heater in room 116,2176.87109375
Heater,100,very cold,2018-01-22,16:00:00,17:00:00,evening,15,53,2196.3359375,"Moving 15 people from room 119 to room 117 saves 2201.5234375 of electricity, power consumption will reduce from 15334.80078125 to 13133.27734375",Turn off Heater in room 119,2201.5234375
Heater,100,very cold,2018-01-22,17:00:00,18:00:00,evening,11,59,2191.9296875,"Moving 9 people from room 103 to room 104 saves 2164.41015625 of electricity, power consumption will reduce from 15164.34765625 to 12999.9375",Turn off Heater in room 103,2164.41015625
Heater,100,low hot,2018-01-22,20:00:00,21:00:00,night,6,49,2229.15625,"Moving 9 people from room 113 to room 105 saves 2176.234375 of electricity, power consumption will reduce from 15336.11328125 to 13159.87890625",Turn off Heater in room 113,2176.234375
Heater,100,low cold,2018-01-23,10:00:00,11:00:00,morning,12,50,2142.34375,"Moving 3 people from room 109 to room 112 saves 1483.828125 of electricity, power consumption will reduce from 10997.328125 to 9513.5",Turn off Microwave in room 109,1483.828125
Lights,100,cold,2018-01-05,00:00:00,01:00:00,midnight,6,39,1498.69140625,"Moving 10 people from room 115 to room 103 saves 1466.4765625 of electricity, power consumption will reduce from 10424.4140625 to 8957.9375",Turn off AC in room 115,1466.4765625
Lights,100,low hot,2018-01-05,13:00:00,14:00:00,afternoon,4,30,1531.1015625,"Moving 4 people from room 100 to room 117 saves 1531.1015625 of electricity, power consumption will reduce from 10593.53515625 to 9062.43359375",Turn off Lights in room 100,1531.1015625
Lights,100,very hot,2018-01-05,13:00:00,14:00:00,afternoon,4,57,1536.7421875,"Moving 4 people from room 100 to room 117 saves 1531.1015625 of electricity, power consumption will reduce from 10593.53515625 to 9062.43359375",Turn off Lights in room 100,1531.1015625
Lights,100,low hot,2018-01-05,13:00:00,14:00:00,afternoon,11,37,1532.0234375,"Moving 4 people from room 100 to room 117 saves 1531.1015625 of electricity, power consumption will reduce from 10593.53515625 to 9062.43359375",Turn off Lights in room 100,1531.1015625
Lights,100,low hot,2018-01-05,18:00:00,19:00:00,evening,0,0,1525.3671875,"Moving 6 people from room 113 to room 100 saves 1477.234375 of electricity, power consumption will reduce from 10576.66796875 to 9099.43359375",Turn off Lights in room 113,1477.234375
Lights,100,very hot,2018-01-05,21:00:00,22:00:00,night,11,52,1537.2578125,"Moving 6 people from room 117 to room 102 saves 1508.8125 of electricity, power consumption will reduce from 10518.8203125 to 9010.0078125",Turn off AC in room 117,1508.8125
Lights,100,very cold,2018-01-06,00:00:00,01:00:00,midnight,12,7,1502.61328125,"Moving 12 people from room 100 to room 107 saves 1502.61328125 of electricity, power consumption will reduce from 10595.875 to 9093.26171875",Turn off Lights in room 100,1502.61328125
Lights,100,low cold,2018-01-06,07:00:00,08:00:00,morning,2,54,1532.32421875,"Moving 2 people from room 100 to room 115 saves 1532.32421875 of electricity, power consumption will reduce from 10481.81640625 to 8949.4921875",Turn off Lights in room 100,1532.32421875
Lights,100,low hot,2018-01-06,07:00:00,08:00:00,morning,1,23,1527.91796875,"Moving 2 people from room 100 to room 115 saves 1532.32421875 of electricity, power consumption will reduce from 10481.81640625 to 8949.4921875",Turn off Lights in room 100,1532.32421875
Lights,100,hot,2018-01-06,10:00:00,11:00:00,morning,13,15,1481.26171875,"Moving 1 people from room 101 to room 107 saves 1473.328125 of electricity, power consumption will reduce from 10342.8671875 to 8869.5390625",Turn off Lights in room 101,1473.328125
Lights,100,low cold,2018-01-06,14:00:00,15:00:00,afternoon,3,52,1505.76171875,"Moving 3 people from room 100 to room 114 saves 1505.76171875 of electricity, power consumption will reduce from 10352.40625 to 8846.64453125",Turn off Lights in room 100,1505.76171875
Lights,100,cold,2018-01-06,20:00:00,21:00:00,night,1,52,1485.90625,"Moving 1 people from room 115 to room 100 saves 1450.1796875 of electricity, power consumption will reduce from 10252.8671875 to 8802.6875",Turn off Lights in room 115,1450.1796875
Lights,100,very cold,2018-01-06,21:00:00,22:00:00,night,10,54,1524.4453125,"Moving 8 people from room 118 to room 100 saves 1506.796875 of electricity, power consumption will reduce from 10620.109375 to 9113.3125",Turn off Lights in room 118,1506.796875
