device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,message,action,savings
AC,100,low hot,2018-01-02,09:00:00,10:00:00,morning,5,13,1798.0,"Moving 2 people from room 103 to room 108 saves 1145.0 of electricity, power consumption will reduce from 9770.0 to 8625.0",Turn off AC in room 103,1145.0
AC,100,very cold,2018-01-02,11:00:00,12:00:00,morning,6,55,1030.0,"Moving 6 people from room 100 to room 113 saves 1030.0 of electricity, power consumption will reduce from 8798.0 to 7768.0",Turn off AC in room 100,1030.0
AC,100,hot,2018-01-02,19:00:00,20:00:00,night,3,33,1452.0,"Moving 10 people from room 102 to room 105 saves 1479.0 of electricity, power consumption will reduce from 11213.0 to 9734.0",Turn off AC in room 102,1479.0
AC,100,very cold,2018-01-02,21:00:00,22:00:00,night,4,56,1851.0,"Moving 4 people from room 100 to room 116 saves 1851.0 of electricity, power consumption will reduce from 11302.0 to 9451.0",Turn off AC in room 100,1851.0
AC,100,cold,2018-01-02,23:00:00,00:00:00,midnight,9,36,1249.0,"Moving 7 people from room 110 to room 100 saves 1842.0 of electricity, power consumption will reduce from 9820.0 to 7978.0",Turn off AC in room 110,1842.0
AC,100,very hot,2018-01-03,00:00:00,01:00:00,midnight,5,16,1533.0,"Moving 7 people from room 114 to room 113 saves 1592.0 of electricity, power consumption will reduce from 9904.0 to 8312.0",Turn off AC in room 114,1592.0
AC,100,very hot,2018-01-03,02:00:00,03:00:00,midnight,0,0,1880.0,"Moving 4 people from room 114 to room 102 saves 1792.0 of electricity, power consumption will reduce from 11094.0 to 9302.0",Turn off AC in room 114,1792.0
AC,100,low hot,2018-01-03,09:00:00,10:00:00,morning,14,37,1629.0,"Moving 12 people from room 102 to room 107 saves 1191.0 of electricity, power consumption will reduce from 10729.0 to 9538.0",Turn off AC in room 102,1191.0
AC,100,very cold,2018-01-03,14:00:00,15:00:00,afternoon,1,41,1406.0,"Moving 1 people from room 115 to room 100 saves 1364.0 of electricity, power consumption will reduce from 11546.0 to 10182.0",Turn off AC in room 115,1364.0
AC,100,low hot,2018-01-03,17:00:00,18:00:00,evening,2,47,1434.0,"Moving 11 people from room 112 to room 104 saves 1315.0 of electricity, power consumption will reduce from 10271.0 to 8956.0",Turn off AC in room 112,1315.0
AC,100,low cold,2018-01-03,17:00:00,18:00:00,evening,12,54,1166.0,"Moving 11 people from room 112 to room 104 saves 1315.0 of electricity, power consumption will reduce from 10271.0 to 8956.0",Turn off AC in room 112,1315.0
AC,100,hot,2018-01-03,23:00:00,00:00:00,midnight,6,48,1909.0,None,Turn off AC in room 113,1487.0
AC,100,hot,2018-01-04,02:00:00,03:00:00,midnight,1,28,1287.0,"Moving 2 people from room 102 to room 109 saves 1203.0 of electricity, power consumption will reduce from 11297.0 to 10094.0",Turn off AC in room 102,1203.0
AC,100,low hot,2018-01-04,03:00:00,04:00:00,midnight,3,47,1434.0,"Moving 2 people from room 117 to room 116 saves 1296.0 of electricity, power consumption will reduce from 10810.0 to 9514.0",Turn off AC in room 117,1296.0
AC,100,low cold,2018-01-04,09:00:00,10:00:00,morning,14,47,1900.0,"Moving 8 people from room 108 to room 106 saves 1111.0 of electricity, power consumption will reduce from 10714.0 to 9603.0",Turn off AC in room 108,1111.0
AC,100,low cold,2018-01-04,12:00:00,13:00:00,afternoon,2,40,1951.0,"Moving 8 people from room 103 to room 105 saves 1817.0 of electricity, power consumption will reduce from 11645.0 to 9828.0",Turn off AC in room 103,1817.0
AC,100,hot,2018-01-04,14:00:00,15:00:00,afternoon,0,0,1880.0,"Moving 15 people from room 108 to room 115 saves 1422.0 of electricity, power consumption will reduce from 8801.0 to 7379.0",Turn off AC in room 108,1422.0
AC,100,very cold,2018-01-04,16:00:00,17:00:00,evening,14,23,1502.0,"Moving 7 people from room 108 to room 109 saves 1380.0 of electricity, power consumption will reduce from 11545.0 to 10165.0",Turn off AC in room 108,1380.0
AC,100,hot,2018-01-04,20:00:00,21:00:00,night,12,1,1100.0,"Moving 3 people from room 110 to room 106 saves 1977.0 of electricity, power consumption will reduce from 9877.0 to 7900.0",Turn off AC in room 110,1977.0
AC,100,low cold,2018-01-04,22:00:00,23:00:00,night,8,4,1533.0,"Moving 12 people from room 102 to room 102 saves 1613.0 of electricity, power consumption will reduce from 11202.0 to 9589.0",Turn off AC in room 102,1613.0
AC,100,very hot,2018-01-04,22:00:00,23:00:00,night,0,0,1880.0,"Moving 12 people from room 102 to room 102 saves 1613.0 of electricity, power consumption will reduce from 11202.0 to 9589.0",Turn off AC in room 102,1613.0
AC,100,very hot,2018-01-05,05:00:00,06:00:00,early morning,3,2,1880.0,"Moving 15 people from room 101 to room 113 saves 1055.0 of electricity, power consumption will reduce from 8381.0 to 7326.0",Turn off AC in room 101,1055.0
AC,100,low hot,2018-01-05,15:00:00,16:00:00,afternoon,15,14,1892.0,"Moving 10 people from room 104 to room 103 saves 1090.0 of electricity, power consumption will reduce from 11230.0 to 10140.0",Turn off Lights in room 104,1090.0
AC,100,hot,2018-01-05,22:00:00,23:00:00,night,13,58,1769.0,"Moving 10 people from room 117 to room 115 saves 1852.0 of electricity, power consumption will reduce from 12194.0 to 10342.0",Turn off AC in room 117,1852.0
Computer,100,very cold,2018-01-27,22:00:00,23:00:00,night,0,0,397.0,"Moving 3 people from room 103 to room 116 saves 419.0 of electricity, power consumption will reduce from 7455.0 to 7036.0",Turn off Computer in room 103,419.0
Computer,100,low cold,2018-01-28,04:00:00,05:00:00,early morning,0,0,419.0,"Moving 15 people from room 103 to room 103 saves 459.0 of electricity, power consumption will reduce from 2907.0 to 2448.0",Turn off Computer in room 103,459.0
Computer,100,cold,2018-01-28,10:00:00,11:00:00,morning,14,7,331.0,None,Turn off Computer in room 111,415.0
Computer,100,low hot,2018-01-28,18:00:00,19:00:00,evening,14,1,337.0,"Moving 1 people from room 117 to room 115 saves 377.0 of electricity, power consumption will reduce from 2714.0 to 2337.0",Turn off Computer in room 117,377.0
Computer,100,low cold,2018-01-28,18:00:00,19:00:00,evening,15,49,458.0,"Moving 1 people from room 117 to room 115 saves 377.0 of electricity, power consumption will reduce from 2714.0 to 2337.0",Turn off Computer in room 117,377.0
Computer,100,low hot,2018-01-28,20:00:00,21:00:00,night,5,38,468.0,"Moving 4 people from room 107 to room 111 saves 468.0 of electricity, power consumption will reduce from 3053.0 to 2585.0",Turn off Computer in room 107,468.0
Computer,100,very cold,2018-01-28,22:00:00,23:00:00,night,9,58,426.0,"Moving 6 people from room 102 to room 102 saves 337.0 of electricity, power consumption will reduce from 2862.0 to 2525.0",Turn off Computer in room 102,337.0
Computer,100,low hot,2018-01-29,07:00:00,08:00:00,morning,15,48,365.0,"Moving 15 people from room 110 to room 100 saves 310.0 of electricity, power consumption will reduce from 2582.0 to 2272.0",Turn off Computer in room 110,310.0
Computer,100,low cold,2018-01-29,07:00:00,08:00:00,morning,9,29,448.0,"Moving 15 people from room 110 to room 100 saves 310.0 of electricity, power consumption will reduce from 2582.0 to 2272.0",Turn off Computer in room 110,310.0
Computer,100,very cold,2018-01-29,10:00:00,11:00:00,morning,6,32,331.0,"Moving 7 people from room 116 to room 101 saves 343.0 of electricity, power consumption will reduce from 2659.0 to 2316.0",Turn off Computer in room 116,343.0
Computer,100,very hot,2018-01-29,14:00:00,15:00:00,afternoon,0,0,335.0,None,Turn off Computer in room 100,335.0
Computer,100,low hot,2018-01-29,15:00:00,16:00:00,afternoon,15,57,365.0,"Moving 11 people from room 114 to room 103 saves 333.0 of electricity, power consumption will reduce from 2685.0 to 2352.0",Turn off Computer in room 114,333.0
Computer,100,low hot,2018-01-29,15:00:00,16:00:00,afternoon,14,20,365.0,"Moving 11 people from room 114 to room 103 saves 333.0 of electricity, power consumption will reduce from 2685.0 to 2352.0",Turn off Computer in room 114,333.0
Computer,100,low hot,2018-01-29,17:00:00,18:00:00,evening,9,6,337.0,"Moving 8 people from room 110 to room 119 saves 417.0 of electricity, power consumption will reduce from 2888.0 to 2471.0",Turn off Computer in room 110,417.0
Computer,100,cold,2018-01-29,20:00:00,21:00:00,night,12,33,425.0,"Moving 1 people from room 114 to room 118 saves 425.0 of electricity, power consumption will reduce from 2953.0 to 2528.0",Turn off Computer in room 114,425.0
Computer,100,hot,2018-01-29,23:00:00,00:00:00,midnight,12,6,461.0,"Moving 8 people from room 104 to room 100 saves 495.0 of electricity, power consumption will reduce from 3252.0 to 2757.0",Turn off Computer in room 104,495.0
Computer,100,very hot,2018-01-30,01:00:00,02:00:00,midnight,10,9,448.0,"Moving 3 people from room 106 to room 116 saves 398.0 of electricity, power consumption will reduce from 2645.0 to 2247.0",Turn off Computer in room 106,398.0
Computer,100,very cold,2018-01-30,05:00:00,06:00:00,early morning,4,13,448.0,"Moving 4 people from room 107 to room 105 saves 357.0 of electricity, power consumption will reduce from 2925.0 to 2568.0",Turn off Computer in room 107,357.0
Computer,100,hot,2018-01-30,06:00:00,07:00:00,early morning,1,15,424.0,"Moving 12 people from room 119 to room 119 saves 406.0 of electricity, power consumption will reduce from 2943.0 to 2537.0",Turn off Computer in room 119,406.0
Computer,100,hot,2018-01-30,10:00:00,11:00:00,morning,11,9,331.0,"Moving 5 people from room 119 to room 100 saves 358.0 of electricity, power consumption will reduce from 2921.0 to 2563.0",Turn off Computer in room 119,358.0
Computer,100,low cold,2018-01-30,15:00:00,16:00:00,afternoon,6,40,447.0,"Moving 2 people from room 101 to room 119 saves 423.0 of electricity, power consumption will reduce from 3025.0 to 2602.0",Turn off Computer in room 101,423.0
Computer,100,cold,2018-01-30,18:00:00,19:00:00,evening,9,13,448.0,"Moving 2 people from room 100 to room 112 saves 448.0 of electricity, power consumption will reduce from 3161.0 to 2713.0",Turn off Computer in room 100,448.0
Computer,100,hot,2018-01-30,18:00:00,19:00:00,evening,2,24,448.0,"Moving 2 people from room 100 to room 112 saves 448.0 of electricity, power consumption will reduce from 3161.0 to 2713.0",Turn off Computer in room 100,448.0
Computer,100,very cold,2018-01-31,00:00:00,01:00:00,midnight,12,40,405.0,"Moving 15 people from room 118 to room 114 saves 318.0 of electricity, power consumption will reduce from 2862.0 to 2544.0",Turn off Computer in room 118,318.0
Computer,100,very cold,2018-01-31,05:00:00,06:00:00,early morning,9,9,448.0,"Moving 7 people from room 113 to room 102 saves 471.0 of electricity, power consumption will reduce from 2898.0 to 2427.0",Turn off Computer in room 113,471.0
Computer,100,low hot,2018-01-31,06:00:00,07:00:00,early morning,4,29,365.0,"Moving 6 people from room 118 to room 100 saves 304.0 of electricity, power consumption will reduce from 2548.0 to 2244.0",Turn off Computer in room 118,304.0
Computer,100,hot,2018-01-31,08:00:00,09:00:00,morning,9,22,448.0,"Moving 10 people from room 110 to room 100 saves 493.0 of electricity, power consumption will reduce from 2742.0 to 2249.0",Turn off Computer in room 110,493.0
Computer,100,very hot,2018-01-31,10:00:00,11:00:00,morning,14,38,331.0,"Moving 14 people from room 100 to room 101 saves 331.0 of electricity, power consumption will reduce from 2831.0 to 2500.0",Turn off Computer in room 100,331.0
Computer,100,low cold,2018-01-31,12:00:00,13:00:00,afternoon,1,24,366.0,"Moving 6 people from room 115 to room 100 saves 473.0 of electricity, power consumption will reduce from 2949.0 to 2476.0",Turn off Computer in room 115,473.0
Computer,100,very cold,2018-01-31,12:00:00,13:00:00,afternoon,13,27,447.0,"Moving 6 people from room 115 to room 100 saves 473.0 of electricity, power consumption will reduce from 2949.0 to 2476.0",Turn off Computer in room 115,473.0
Computer,100,low cold,2018-01-31,15:00:00,16:00:00,afternoon,9,9,447.0,"Moving 2 people from room 111 to room 118 saves 399.0 of electricity, power consumption will reduce from 2800.0 to 2401.0",Turn off Computer in room 111,399.0
Computer,100,low cold,2018-01-31,16:00:00,17:00:00,evening,11,7,448.0,"Moving 3 people from room 108 to room 119 saves 414.0 of electricity, power consumption will reduce from 2881.0 to 2467.0",Turn off Computer in room 108,414.0
Computer,100,hot,2018-01-31,18:00:00,19:00:00,evening,14,57,426.0,"Moving 10 people from room 116 to room 113 saves 321.0 of electricity, power consumption will reduce from 2900.0 to 2579.0",Turn off Computer in room 116,321.0
Heater,100,very hot,2018-01-18,23:00:00,00:00:00,midnight,6,19,2453.0,"Moving 2 people from room 102 to room 102 saves 219.0 of electricity, power consumption will reduce from 5910.0 to 5691.0",Turn off Refridgerator in room 102,219.0
Heater,100,low cold,2018-01-19,07:00:00,08:00:00,morning,6,13,2029.0,"Moving 14 people from room 117 to room 100 saves 2224.0 of electricity, power consumption will reduce from 15554.0 to 13330.0",Turn off Heater in room 117,2224.0
Heater,100,low cold,2018-01-19,07:00:00,08:00:00,morning,1,43,2019.0,"Moving 14 people from room 117 to room 100 saves 2224.0 of electricity, power consumption will reduce from 15554.0 to 13330.0",Turn off Heater in room 117,2224.0
Heater,100,low cold,2018-01-19,11:00:00,12:00:00,morning,4,22,2403.0,"Moving 1 people from room 111 to room 118 saves 1702.0 of electricity, power consumption will reduce from 16786.0 to 15084.0",Turn off Heater in room 111,1702.0
Heater,100,very cold,2018-01-20,01:00:00,02:00:00,midnight,6,55,2812.0,"Moving 6 people from room 109 to room 113 saves 2099.0 of electricity, power consumption will reduce from 14815.0 to 12716.0",Turn off Heater in room 109,2099.0
Heater,100,very hot,2018-01-20,02:00:00,03:00:00,midnight,1,34,2173.0,None,Turn off Heater in room 110,1612.0
Heater,100,cold,2018-01-20,03:00:00,04:00:00,midnight,5,30,2410.0,"Moving 8 people from room 108 to room 118 saves 2260.0 of electricity, power consumption will reduce from 15727.0 to 13467.0",Turn off Heater in room 108,2260.0
Heater,100,hot,2018-01-20,06:00:00,07:00:00,early morning,1,9,1688.0,"Moving 3 people from room 114 to room 100 saves 2238.0 of electricity, power consumption will reduce from 13843.0 to 11605.0",Turn off Heater in room 114,2238.0
Heater,100,hot,2018-01-20,10:00:00,11:00:00,morning,1,3,2711.0,"Moving 1 people from room 105 to room 116 saves 2022.0 of electricity, power consumption will reduce from 14822.0 to 12800.0",Turn off Heater in room 105,2022.0
Heater,100,very cold,2018-01-20,10:00:00,11:00:00,morning,13,27,1563.0,"Moving 1 people from room 105 to room 116 saves 2022.0 of electricity, power consumption will reduce from 14822.0 to 12800.0",Turn off Heater in room 105,2022.0
Heater,100,low cold,2018-01-20,11:00:00,12:00:00,morning,14,32,2339.0,"Moving 7 people from room 104 to room 109 saves 2339.0 of electricity, power consumption will reduce from 15659.0 to 13320.0",Turn off Heater in room 104,2339.0
Heater,100,cold,2018-01-20,11:00:00,12:00:00,morning,6,23,2025.0,"Moving 7 people from room 104 to room 109 saves 2339.0 of electricity, power consumption will reduce from 15659.0 to 13320.0",Turn off Heater in room 104,2339.0
Heater,100,hot,2018-01-20,13:00:00,14:00:00,afternoon,13,32,2617.0,"Moving 2 people from room 105 to room 106 saves 1712.0 of electricity, power consumption will reduce from 16217.0 to 14505.0",Turn off Heater in room 105,1712.0
Heater,100,low cold,2018-01-20,16:00:00,17:00:00,evening,3,18,1615.0,None,Turn off Heater in room 113,2623.0
Heater,100,cold,2018-01-20,20:00:00,21:00:00,night,4,13,1811.0,"Moving 4 people from room 117 to room 100 saves 1712.0 of electricity, power consumption will reduce from 13856.0 to 12144.0",Turn off Heater in room 117,1712.0
Heater,100,hot,2018-01-20,20:00:00,21:00:00,night,4,1,1660.0,"Moving 4 people from room 117 to room 100 saves 1712.0 of electricity, power consumption will reduce from 13856.0 to 12144.0",Turn off Heater in room 117,1712.0
Heater,100,very cold,2018-01-20,21:00:00,22:00:00,night,10,57,2976.0,"Moving 6 people from room 103 to room 107 saves 1688.0 of electricity, power consumption will reduce from 15121.0 to 13433.0",Turn off Heater in room 103,1688.0
Heater,100,low cold,2018-01-20,22:00:00,23:00:00,night,14,40,1744.0,"Moving 6 people from room 103 to room 117 saves 2991.0 of electricity, power consumption will reduce from 17749.0 to 14758.0",Turn off Heater in room 103,2991.0
Heater,100,low hot,2018-01-21,02:00:00,03:00:00,midnight,5,12,2263.0,"Moving 5 people from room 100 to room 110 saves 2263.0 of electricity, power consumption will reduce from 13814.0 to 11551.0",Turn off Heater in room 100,2263.0
Heater,100,cold,2018-01-21,04:00:00,05:00:00,early morning,0,0,1556.0,"Moving 2 people from room 113 to room 105 saves 2516.0 of electricity, power consumption will reduce from 14638.0 to 12122.0",Turn off Heater in room 113,2516.0
Heater,100,hot,2018-01-21,10:00:00,11:00:00,morning,1,14,1546.0,None,Turn off Heater in room 114,2711.0
Heater,100,cold,2018-01-21,13:00:00,14:00:00,afternoon,1,51,1578.0,"Moving 7 people from room 119 to room 115 saves 2423.0 of electricity, power consumption will reduce from 15517.0 to 13094.0",Turn off Heater in room 119,2423.0
Heater,100,low hot,2018-01-21,14:00:00,15:00:00,afternoon,11,46,2211.0,"Moving 1 people from room 105 to room 103 saves 1682.0 of electricity, power consumption will reduce from 15304.0 to 13622.0",Turn off Heater in room 105,1682.0
Heater,100,low cold,2018-01-21,15:00:00,16:00:00,afternoon,15,21,1573.0,"Moving 12 people from room 106 to room 114 saves 2812.0 of electricity, power consumption will reduce from 14828.0 to 12016.0",Turn off Heater in room 106,2812.0
Heater,100,low cold,2018-01-21,17:00:00,18:00:00,evening,0,0,2810.0,"Moving 1 people from room 117 to room 116 saves 1524.0 of electricity, power consumption will reduce from 13619.0 to 12095.0",Turn off Heater in room 117,1524.0
Heater,100,low cold,2018-01-21,18:00:00,19:00:00,evening,8,54,2485.0,"Moving 7 people from room 101 to room 103 saves 2707.0 of electricity, power consumption will reduce from 18102.0 to 15395.0",Turn off Heater in room 101,2707.0
Heater,100,very cold,2018-01-21,20:00:00,21:00:00,night,0,0,2057.0,"Moving 8 people from room 110 to room 114 saves 2423.0 of electricity, power consumption will reduce from 16102.0 to 13679.0",Turn off Heater in room 110,2423.0
Heater,100,cold,2018-01-21,20:00:00,21:00:00,night,9,22,2423.0,"Moving 8 people from room 110 to room 114 saves 2423.0 of electricity, power consumption will reduce from 16102.0 to 13679.0",Turn off Heater in room 110,2423.0
Heater,100,very cold,2018-01-21,22:00:00,23:00:00,night,0,0,2057.0,"Moving 6 people from room 102 to room 114 saves 2263.0 of electricity, power consumption will reduce from 13084.0 to 10821.0",Turn off Heater in room 102,2263.0
Heater,100,low cold,2018-01-22,02:00:00,03:00:00,midnight,14,31,2339.0,None,Turn off Heater in room 104,1612.0
Heater,100,very hot,2018-01-22,03:00:00,04:00:00,midnight,8,16,2944.0,"Moving 8 people from room 100 to room 110 saves 2944.0 of electricity, power consumption will reduce from 17228.0 to 14284.0",Turn off Heater in room 100,2944.0
Heater,100,very hot,2018-01-22,05:00:00,06:00:00,early morning,15,15,1816.0,"Moving 2 people from room 103 to room 106 saves 1548.0 of electricity, power consumption will reduce from 14108.0 to 12560.0",Turn off Heater in room 103,1548.0
Heater,100,very hot,2018-01-22,06:00:00,07:00:00,early morning,0,0,2353.0,None,Turn off Heater in room 100,2353.0
Heater,100,very cold,2018-01-22,06:00:00,07:00:00,early morning,15,40,1513.0,None,Turn off Heater in room 100,2353.0
Heater,100,low hot,2018-01-22,07:00:00,08:00:00,morning,13,10,2147.0,"Moving 5 people from room 107 to room 112 saves 2939.0 of electricity, power consumption will reduce from 16053.0 to 13114.0",Turn off Heater in room 107,2939.0
Heater,100,cold,2018-01-22,09:00:00,10:00:00,morning,15,28,2834.0,"Moving 7 people from room 109 to room 108 saves 2757.0 of electricity, power consumption will reduce from 16764.0 to 14007.0",Turn off Heater in room 109,2757.0
Heater,100,hot,2018-01-22,10:00:00,11:00:00,morning,3,57,1638.0,"Moving 2 people from room 116 to room 116 saves 2022.0 of electricity, power consumption will reduce from 14530.0 to 12508.0",Turn off Heater in room 116,2022.0
Heater,100,very cold,2018-01-22,16:00:00,17:00:00,evening,15,53,2350.0,"Moving 15 people from room 119 to room 117 saves 1816.0 of electricity, power consumption will reduce from 16149.0 to 14333.0",Turn off Heater in room 119,1816.0
Heater,100,very cold,2018-01-22,17:00:00,18:00:00,evening,11,59,2012.0,"Moving 9 people from room 103 to room 104 saves 2181.0 of electricity, power consumption will reduce from 15674.0 to 13493.0",Turn off Heater in room 103,2181.0
Heater,100,low hot,2018-01-22,20:00:00,21:00:00,night,6,49,1526.0,"Moving 9 people from room 113 to room 105 saves 2316.0 of electricity, power consumption will reduce from 14488.0 to 12172.0",Turn off Heater in room 113,2316.0
Heater,100,low cold,2018-01-23,10:00:00,11:00:00,morning,12,50,1601.0,"Moving 3 people from room 109 to room 112 saves 1132.0 of electricity, power consumption will reduce from 10697.0 to 9565.0",Turn off Microwave in room 109,1132.0
Lights,100,cold,2018-01-05,00:00:00,01:00:00,midnight,6,39,1955.0,"Moving 10 people from room 115 to room 103 saves 1520.0 of electricity, power consumption will reduce from 11047.0 to 9527.0",Turn off AC in room 115,1520.0
Lights,100,low hot,2018-01-05,13:00:00,14:00:00,afternoon,4,30,1821.0,"Moving 4 people from room 100 to room 117 saves 1821.0 of electricity, power consumption will reduce from 12041.0 to 10220.0",Turn off Lights in room 100,1821.0
Lights,100,very hot,2018-01-05,13:00:00,14:00:00,afternoon,4,57,1851.0,"Moving 4 people from room 100 to room 117 saves 1821.0 of electricity, power consumption will reduce from 12041.0 to 10220.0",Turn off Lights in room 100,1821.0
Lights,100,low hot,2018-01-05,13:00:00,14:00:00,afternoon,11,37,1821.0,"Moving 4 people from room 100 to room 117 saves 1821.0 of electricity, power consumption will reduce from 12041.0 to 10220.0",Turn off Lights in room 100,1821.0
Lights,100,low hot,2018-01-05,18:00:00,19:00:00,evening,0,0,1880.0,"Moving 6 people from room 113 to room 100 saves 1230.0 of electricity, power consumption will reduce from 9997.0 to 8767.0",Turn off Lights in room 113,1230.0
Lights,100,very hot,2018-01-05,21:00:00,22:00:00,night,11,52,1726.0,"Moving 6 people from room 117 to room 102 saves 1150.0 of electricity, power consumption will reduce from 11025.0 to 9875.0",Turn off AC in room 117,1150.0
Lights,100,very cold,2018-01-06,00:00:00,01:00:00,midnight,12,7,1191.0,"Moving 12 people from room 100 to room 107 saves 1191.0 of electricity, power consumption will reduce from 11820.0 to 10629.0",Turn off Lights in room 100,1191.0
Lights,100,low cold,2018-01-06,07:00:00,08:00:00,morning,2,54,1414.0,"Moving 2 people from room 100 to room 115 saves 1414.0 of electricity, power consumption will reduce from 11050.0 to 9636.0",Turn off Lights in room 100,1414.0
Lights,100,low hot,2018-01-06,07:00:00,08:00:00,morning,1,23,1782.0,"Moving 2 people from room 100 to room 115 saves 1414.0 of electricity, power consumption will reduce from 11050.0 to 9636.0",Turn off Lights in room 100,1414.0
Lights,100,hot,2018-01-06,10:00:00,11:00:00,morning,13,15,1862.0,"Moving 1 people from room 101 to room 107 saves 1893.0 of electricity, power consumption will reduce from 10592.0 to 8699.0",Turn off Lights in room 101,1893.0
Lights,100,low cold,2018-01-06,14:00:00,15:00:00,afternoon,3,52,1916.0,"Moving 3 people from room 100 to room 114 saves 1916.0 of electricity, power consumption will reduce from 9946.0 to 8030.0",Turn off Lights in room 100,1916.0
Lights,100,cold,2018-01-06,20:00:00,21:00:00,night,1,52,1005.0,"Moving 1 people from room 115 to room 100 saves 1005.0 of electricity, power consumption will reduce from 9620.0 to 8615.0",Turn off Lights in room 115,1005.0
Lights,100,very cold,2018-01-06,21:00:00,22:00:00,night,10,54,1128.0,"Moving 8 people from room 118 to room 100 saves 1957.0 of electricity, power consumption will reduce from 11957.0 to 10000.0",Turn off Lights in room 118,1957.0
Lights,100,low hot,2018-01-06,23:00:00,00:00:00,midnight,0,0,1781.0,"Moving 15 people from room 112 to room 108 saves 1418.0 of electricity, power consumption will reduce from 11423.0 to 10005.0",Turn off Lights in room 112,1418.0
Lights,100,cold,2018-01-06,23:00:00,00:00:00,midnight,10,33,1980.0,"Moving 15 people from room 112 to room 108 saves 1418.0 of electricity, power consumption will reduce from 11423.0 to 10005.0",Turn off Lights in room 112,1418.0
Lights,100,hot,2018-01-07,02:00:00,03:00:00,midnight,5,50,1891.0,"Moving 3 people from room 117 to room 101 saves 1425.0 of electricity, power consumption will reduce from 12230.0 to 10805.0",Turn off Lights in room 117,1425.0
Lights,100,cold,2018-01-07,04:00:00,05:00:00,early morning,14,48,1167.0,"Moving 14 people from room 100 to room 108 saves 1167.0 of electricity, power consumption will reduce from 9867.0 to 8700.0",Turn off Lights in room 100,1167.0
Lights,100,very hot,2018-01-07,05:00:00,06:00:00,early morning,15,57,1055.0,None,Turn off Lights in room 110,1443.0
Lights,100,cold,2018-01-07,07:00:00,08:00:00,morning,2,51,1653.0,None,Turn off Lights in room 104,1707.0
Lights,100,very hot,2018-01-07,11:00:00,12:00:00,morning,4,5,1880.0,"Moving 8 people from room 101 to room 102 saves 1050.0 of electricity, power consumption will reduce from 11504.0 to 10454.0",Turn off Lights in room 101,1050.0
Lights,100,very cold,2018-01-07,11:00:00,12:00:00,morning,12,19,1977.0,"Moving 8 people from room 101 to room 102 saves 1050.0 of electricity, power consumption will reduce from 11504.0 to 10454.0",Turn off Lights in room 101,1050.0
Lights,100,low hot,2018-01-07,12:00:00,13:00:00,afternoon,11,15,1533.0,None,Turn off Lights in room 117,1818.0
Lights,100,very cold,2018-01-07,14:00:00,15:00:00,afternoon,0,0,1880.0,"Moving 2 people from room 117 to room 100 saves 1027.0 of electricity, power consumption will reduce from 11227.0 to 10200.0",Turn off Lights in room 117,1027.0
Lights,100,very cold,2018-01-07,15:00:00,16:00:00,afternoon,7,17,1533.0,"Moving 11 people from room 105 to room 118 saves 1662.0 of electricity, power consumption will reduce from 10447.0 to 8785.0",Turn off Lights in room 105,1662.0
