date,from_time,power
2018-01-16,13:00:00,1195
2018-01-16,14:00:00,1409
2018-01-16,15:00:00,1615
2018-01-16,16:00:00,1353
2018-01-16,17:00:00,1564
2018-01-16,18:00:00,1415
2018-01-16,19:00:00,1254
2018-01-16,20:00:00,1443
2018-01-16,21:00:00,1292
2018-01-16,22:00:00,1595
2018-01-16,23:00:00,1288
2018-01-17,00:00:00,1351
2018-01-17,01:00:00,1184
2018-01-17,02:00:00,1212
2018-01-17,03:00:00,955
2018-01-17,04:00:00,1160
2018-01-17,05:00:00,1323
2018-01-17,06:00:00,1532
2018-01-17,07:00:00,1074
2018-01-17,08:00:00,1355
2018-01-17,09:00:00,1309
2018-01-17,10:00:00,1406
2018-01-17,11:00:00,1104
2018-01-17,12:00:00,1400
2018-01-17,13:00:00,1636
2018-01-17,14:00:00,1306
2018-01-17,15:00:00,1367
2018-01-17,16:00:00,1398
2018-01-17,17:00:00,1409
2018-01-17,18:00:00,1197
2018-01-17,19:00:00,1377
2018-01-17,20:00:00,1355
2018-01-17,21:00:00,1199
2018-01-17,22:00:00,1288
2018-01-17,23:00:00,1649
2018-01-18,00:00:00,5759
2018-01-18,01:00:00,5774
2018-01-18,02:00:00,5982
2018-01-18,03:00:00,4817
2018-01-18,04:00:00,5916
2018-01-18,05:00:00,5397
2018-01-18,06:00:00,4985
2018-01-18,07:00:00,4866
2018-01-18,08:00:00,4107
2018-01-18,09:00:00,4280
2018-01-18,10:00:00,4226
2018-01-18,11:00:00,4450
2018-01-18,12:00:00,5054
2018-01-18,13:00:00,5989
2018-01-18,14:00:00,5459
2018-01-18,15:00:00,4652
2018-01-18,16:00:00,6661
2018-01-18,17:00:00,6735
2018-01-18,18:00:00,6277
2018-01-18,19:00:00,5782
2018-01-18,20:00:00,4648
2018-01-18,21:00:00,5848
2018-01-18,22:00:00,5263
2018-01-18,23:00:00,5203
2018-01-19,00:00:00,14315
2018-01-19,01:00:00,15945
2018-01-19,02:00:00,15099
2018-01-19,03:00:00,16333
2018-01-19,04:00:00,15183
2018-01-19,05:00:00,14813
2018-01-19,06:00:00,16774
2018-01-19,07:00:00,15168
2018-01-19,08:00:00,15379
2018-01-19,09:00:00,14742
2018-01-19,10:00:00,17318
2018-01-19,11:00:00,15585
2018-01-19,12:00:00,15545
2018-01-19,13:00:00,17132
2018-01-19,14:00:00,15712
2018-01-19,15:00:00,14602
2018-01-19,16:00:00,15282
2018-01-19,17:00:00,13655
2018-01-19,18:00:00,15702
2018-01-19,19:00:00,15056
2018-01-19,20:00:00,16022
2018-01-19,21:00:00,16922
2018-01-19,22:00:00,17722
2018-01-19,23:00:00,14494
2018-01-20,00:00:00,16666
2018-01-20,01:00:00,15834
2018-01-20,02:00:00,14504
2018-01-20,03:00:00,15969
2018-01-20,04:00:00,13537
2018-01-20,05:00:00,17276
2018-01-20,06:00:00,15837
2018-01-20,07:00:00,13670
2018-01-20,08:00:00,16093
2018-01-20,09:00:00,16154
2018-01-20,10:00:00,16825
2018-01-20,11:00:00,13941
2018-01-20,12:00:00,16307
2018-01-20,13:00:00,14034
2018-01-20,14:00:00,14175
2018-01-20,15:00:00,14830
2018-01-20,16:00:00,17411
2018-01-20,17:00:00,14893
2018-01-20,18:00:00,16610
2018-01-20,19:00:00,14382
2018-01-20,20:00:00,14749
2018-01-20,21:00:00,14788
2018-01-20,22:00:00,15595
2018-01-20,23:00:00,14261
2018-01-21,00:00:00,15318
2018-01-21,01:00:00,14889
2018-01-21,02:00:00,16131
2018-01-21,03:00:00,15363
2018-01-21,04:00:00,16369
2018-01-21,05:00:00,15384
2018-01-21,06:00:00,16599
2018-01-21,07:00:00,16838
2018-01-21,08:00:00,15430
2018-01-21,09:00:00,16806
2018-01-21,10:00:00,14947
2018-01-21,11:00:00,15778
2018-01-21,12:00:00,16860
2018-01-21,13:00:00,15301
2018-01-21,14:00:00,14661
2018-01-21,15:00:00,15509
2018-01-21,16:00:00,16963
2018-01-21,17:00:00,15435
2018-01-21,18:00:00,15307
2018-01-21,19:00:00,15114
2018-01-21,20:00:00,15993
2018-01-21,21:00:00,17143
2018-01-21,22:00:00,14545
2018-01-21,23:00:00,15956
2018-01-22,00:00:00,15154
2018-01-22,01:00:00,15206
2018-01-22,02:00:00,15377
2018-01-22,03:00:00,16216
2018-01-22,04:00:00,15811
2018-01-22,05:00:00,15371
2018-01-22,06:00:00,14849
2018-01-22,07:00:00,16373
2018-01-22,08:00:00,15686
2018-01-22,09:00:00,16013
2018-01-22,10:00:00,15876
2018-01-22,11:00:00,15184
2018-01-22,12:00:00,13876
2018-01-22,13:00:00,14598
2018-01-22,14:00:00,16006
2018-01-22,15:00:00,14440
2018-01-22,16:00:00,17362
2018-01-22,17:00:00,17377
2018-01-22,18:00:00,15111
2018-01-22,19:00:00,15960
2018-01-22,20:00:00,15385
2018-01-22,21:00:00,16534
2018-01-22,22:00:00,17730
2018-01-22,23:00:00,14104
2018-01-23,00:00:00,11153
2018-01-23,01:00:00,10859
2018-01-23,02:00:00,11135
2018-01-23,03:00:00,12686
2018-01-23,04:00:00,10558
2018-01-23,05:00:00,10959
2018-01-23,06:00:00,10926
2018-01-23,07:00:00,11423
2018-01-23,08:00:00,10709
2018-01-23,09:00:00,11075
2018-01-23,10:00:00,10586
2018-01-23,11:00:00,10837
2018-01-23,12:00:00,12865
2018-01-23,13:00:00,10605
2018-01-23,14:00:00,11146
2018-01-23,15:00:00,10396
2018-01-23,16:00:00,11480
2018-01-23,17:00:00,12445
2018-01-23,18:00:00,11903
2018-01-23,19:00:00,10306
2018-01-23,20:00:00,10386
2018-01-23,21:00:00,12184
2018-01-23,22:00:00,12913
2018-01-23,23:00:00,10899
2018-01-24,00:00:00,10509
2018-01-24,01:00:00,9730
2018-01-24,02:00:00,9598
2018-01-24,03:00:00,10881
2018-01-24,04:00:00,10359
2018-01-24,05:00:00,10412
2018-01-24,06:00:00,10872
2018-01-24,07:00:00,10858
2018-01-24,08:00:00,9507
2018-01-24,09:00:00,10324
2018-01-24,10:00:00,10753
2018-01-24,11:00:00,11640
2018-01-24,12:00:00,10284
2018-01-24,13:00:00,11054
2018-01-24,14:00:00,10298
2018-01-24,15:00:00,9043
2018-01-24,16:00:00,8877
2018-01-24,17:00:00,9626
2018-01-24,18:00:00,10215
2018-01-24,19:00:00,10115
2018-01-24,20:00:00,10987
2018-01-24,21:00:00,10501
2018-01-24,22:00:00,10591
2018-01-24,23:00:00,10500
2018-01-25,00:00:00,11773
2018-01-25,01:00:00,9927
2018-01-25,02:00:00,10363
2018-01-25,03:00:00,11306
2018-01-25,04:00:00,11531
2018-01-25,05:00:00,11038
2018-01-25,06:00:00,9832
2018-01-25,07:00:00,10554
2018-01-25,08:00:00,9607
2018-01-25,09:00:00,10172
2018-01-25,10:00:00,10971
2018-01-25,11:00:00,10917
2018-01-25,12:00:00,9012
2018-01-25,13:00:00,9599
2018-01-25,14:00:00,12287
2018-01-25,15:00:00,10804
2018-01-25,16:00:00,10350
2018-01-25,17:00:00,11747
2018-01-25,18:00:00,10613
2018-01-25,19:00:00,11157
2018-01-25,20:00:00,10634
2018-01-25,21:00:00,10639
2018-01-25,22:00:00,9577
2018-01-25,23:00:00,9863
2018-01-26,00:00:00,9823
2018-01-26,01:00:00,10875
2018-01-26,02:00:00,9854
2018-01-26,03:00:00,10858
2018-01-26,04:00:00,9215
2018-01-26,05:00:00,9850
2018-01-26,06:00:00,9607
2018-01-26,07:00:00,11764
2018-01-26,08:00:00,10777
2018-01-26,09:00:00,10278
2018-01-26,10:00:00,9456
2018-01-26,11:00:00,10870
2018-01-26,12:00:00,10372
2018-01-26,13:00:00,11495
2018-01-26,14:00:00,9290
2018-01-26,15:00:00,9592
2018-01-26,16:00:00,10457
2018-01-26,17:00:00,9613
2018-01-26,18:00:00,10422
2018-01-26,19:00:00,9687
2018-01-26,20:00:00,10288
2018-01-26,21:00:00,11132
2018-01-26,22:00:00,9595
2018-01-26,23:00:00,9664
2018-01-27,00:00:00,7395
2018-01-27,01:00:00,6601
2018-01-27,02:00:00,7638
2018-01-27,03:00:00,6997
2018-01-27,04:00:00,7366
2018-01-27,05:00:00,6518
2018-01-27,06:00:00,7148
2018-01-27,07:00:00,7767
2018-01-27,08:00:00,8023
2018-01-27,09:00:00,7526
2018-01-27,10:00:00,8534
2018-01-27,11:00:00,6548
2018-01-27,12:00:00,8257
2018-01-27,13:00:00,6893
2018-01-27,14:00:00,7472
2018-01-27,15:00:00,7381
2018-01-27,16:00:00,7216
2018-01-27,17:00:00,6467
2018-01-27,18:00:00,7733
2018-01-27,19:00:00,5865
2018-01-27,20:00:00,8209
2018-01-27,21:00:00,7346
2018-01-27,22:00:00,7297
2018-01-27,23:00:00,8384
2018-01-28,00:00:00,2878
2018-01-28,01:00:00,2832
2018-01-28,02:00:00,2979
2018-01-28,03:00:00,2780
2018-01-28,04:00:00,2920
2018-01-28,05:00:00,2643
2018-01-28,06:00:00,2843
2018-01-28,07:00:00,3041
2018-01-28,08:00:00,3082
2018-01-28,09:00:00,2715
2018-01-28,10:00:00,2598
2018-01-28,11:00:00,2793
2018-01-28,12:00:00,2888
2018-01-28,13:00:00,2809
2018-01-28,14:00:00,2929
2018-01-28,15:00:00,2894
2018-01-28,16:00:00,2801
2018-01-28,17:00:00,2691
2018-01-28,18:00:00,2979
2018-01-28,19:00:00,2591
2018-01-28,20:00:00,2990
2018-01-28,21:00:00,2857
2018-01-28,22:00:00,2851
2018-01-28,23:00:00,2866
2018-01-29,00:00:00,2571
2018-01-29,01:00:00,2719
2018-01-29,02:00:00,2654
2018-01-29,03:00:00,2477
2018-01-29,04:00:00,2811
2018-01-29,05:00:00,2625
2018-01-29,06:00:00,2970
2018-01-29,07:00:00,2619
2018-01-29,08:00:00,2878
2018-01-29,09:00:00,2911
2018-01-29,10:00:00,2739
2018-01-29,11:00:00,2814
2018-01-29,12:00:00,2728
2018-01-29,13:00:00,2573
2018-01-29,14:00:00,3084
2018-01-29,15:00:00,2787
2018-01-29,16:00:00,3101
2018-01-29,17:00:00,2725
2018-01-29,18:00:00,2817
2018-01-29,19:00:00,2780
2018-01-29,20:00:00,2683
2018-01-29,21:00:00,2598
2018-01-29,22:00:00,3026
2018-01-29,23:00:00,2844
2018-01-30,00:00:00,3009
2018-01-30,01:00:00,2612
2018-01-30,02:00:00,2722
2018-01-30,03:00:00,2951
2018-01-30,04:00:00,2594
2018-01-30,05:00:00,3102
2018-01-30,06:00:00,2920
2018-01-30,07:00:00,2854
2018-01-30,08:00:00,3018
2018-01-30,09:00:00,2746
2018-01-30,10:00:00,2831
2018-01-30,11:00:00,3011
2018-01-30,12:00:00,2916
2018-01-30,13:00:00,2635
2018-01-30,14:00:00,2889
2018-01-30,15:00:00,2784
2018-01-30,16:00:00,2775
2018-01-30,17:00:00,2891
2018-01-30,18:00:00,2893
2018-01-30,19:00:00,2830
2018-01-30,20:00:00,3116
2018-01-30,21:00:00,2839
2018-01-30,22:00:00,2656
2018-01-30,23:00:00,2971
2018-01-31,00:00:00,2830
2018-01-31,01:00:00,2995
2018-01-31,02:00:00,2709
2018-01-31,03:00:00,2955
2018-01-31,04:00:00,2802
2018-01-31,05:00:00,2680
2018-01-31,06:00:00,2894
2018-01-31,07:00:00,2584
2018-01-31,08:00:00,2808
2018-01-31,09:00:00,2681
2018-01-31,10:00:00,2581
2018-01-31,11:00:00,2643
2018-01-31,12:00:00,2892
2018-01-31,13:00:00,2845
2018-01-31,14:00:00,2865
2018-01-31,15:00:00,2776
2018-01-31,16:00:00,2524
2018-01-31,17:00:00,2957
2018-01-31,18:00:00,2808
2018-01-31,19:00:00,2645
2018-01-31,20:00:00,2878
2018-01-31,21:00:00,2655
2018-01-31,22:00:00,2818
2018-01-31,23:00:00,2779
