date,from_time,power
28-01-2018,20:00:00,2909
28-01-2018,21:00:00,3105
28-01-2018,22:00:00,2735
28-01-2018,23:00:00,2789
29-01-2018,00:00:00,2687
29-01-2018,01:00:00,2929
29-01-2018,02:00:00,2885
29-01-2018,03:00:00,3229
29-01-2018,04:00:00,3042
29-01-2018,05:00:00,2780
29-01-2018,06:00:00,2981
29-01-2018,07:00:00,2922
29-01-2018,08:00:00,2783
29-01-2018,09:00:00,3234
29-01-2018,10:00:00,2602
29-01-2018,11:00:00,2710
29-01-2018,12:00:00,2870
29-01-2018,13:00:00,2818
29-01-2018,14:00:00,2761
29-01-2018,15:00:00,2781
29-01-2018,16:00:00,2776
29-01-2018,17:00:00,2893
29-01-2018,18:00:00,2868
29-01-2018,19:00:00,2988
29-01-2018,20:00:00,3049
29-01-2018,21:00:00,2681
29-01-2018,22:00:00,2935
29-01-2018,23:00:00,2535
30-01-2018,00:00:00,2763
30-01-2018,01:00:00,2848
30-01-2018,02:00:00,2419
30-01-2018,03:00:00,2677
30-01-2018,04:00:00,2982
30-01-2018,05:00:00,3084
30-01-2018,06:00:00,2857
30-01-2018,07:00:00,2597
30-01-2018,08:00:00,2608
30-01-2018,09:00:00,2936
30-01-2018,10:00:00,2840
30-01-2018,11:00:00,2744
30-01-2018,12:00:00,2618
30-01-2018,13:00:00,2821
30-01-2018,14:00:00,2668
30-01-2018,15:00:00,2756
30-01-2018,16:00:00,2629
30-01-2018,17:00:00,2875
30-01-2018,18:00:00,2691
30-01-2018,19:00:00,2828
30-01-2018,20:00:00,2885
30-01-2018,21:00:00,2594
30-01-2018,22:00:00,2966
30-01-2018,23:00:00,2660
31-01-2018,00:00:00,2976
31-01-2018,01:00:00,2894
31-01-2018,02:00:00,2902
31-01-2018,03:00:00,2793
31-01-2018,04:00:00,2838
31-01-2018,05:00:00,2820
31-01-2018,06:00:00,2647
31-01-2018,07:00:00,2788
31-01-2018,08:00:00,2589
31-01-2018,09:00:00,2580
31-01-2018,10:00:00,2924
31-01-2018,11:00:00,3025
31-01-2018,12:00:00,2503
31-01-2018,13:00:00,2971
31-01-2018,14:00:00,2643
31-01-2018,15:00:00,2729
31-01-2018,16:00:00,2810
31-01-2018,17:00:00,2994
31-01-2018,18:00:00,3047
31-01-2018,19:00:00,2919
31-01-2018,20:00:00,2937
31-01-2018,21:00:00,2891
31-01-2018,22:00:00,2934
31-01-2018,23:00:00,2847
